lang	sentence
hi	अपने इम्तिहान का नतीजा देख रोशन पानी-पानी हो गया। 
hi	अपने इम्तिहान का नतीजा देख रोशन गदगद होना हो गया। 
hi	प्रदीप रामलाल के माकन पर साँप की तरह बैठ गया। 
hi	प्रदीप रामलाल के माकन पर साँप की तरह बैठ गया। 
hi	सैनिकों ने दुश्मन को ईंट का जवाब पत्थर से दिया। 
hi	सैनिकों ने दुश्मन को ईंट का जवाब फूल माला से दिया। 
hi	कुछ लोग उल्लू की तरह बात करते हैं। 
hi	कुछ लोग कोयल की तरह बात करते हैं। 
hi	अध्यापक बनने के बाद से तो तुम ईद के चाँद ही हो गए हो। 
hi	अध्यापक बनने के बाद से तो तुम दिन का सूरज ही हो गए हो।
hi	रमेश अपनी पत्नी को उँगलियों पर रखता है।
hi	रमेश अपनी पत्नी को आँखों पर रखता है।
hi	जिससे ईश्वर भी आँखे फेर ले, कोई उसकी सहायता कैसे कर सकता है।
hi	जिससे ईश्वर भी दिल मिला ले, कोई उसकी सहायता कैसे कर सकता है।
hi	मोहन को दो रोटियाँ देना तो ऊँट के मुँह में जीरा देने के समान है।
hi	मोहन को दो रोटियाँ देना तो ऊँट के मुँह में तरबूज देने के समान है।
hi	जीत पर मंत्री जी को लोगों ने फूलों की माला पहनाई। 
hi	जीत पर मंत्री जी को लोगों ने जूतों की माला पहनाई। 
hi	सच्चा शासक वही होता है, जो सबको सोने के समान देखता है। 
hi	सच्चा शासक वही होता है, जो सबको पत्थर के समान देखता है। 
hi	किताबें मेरे लिए मंदिर की तरह हैं। 
hi	किताबें मेरे लिए मधुशाला की तरह हैं। 
hi	मिताली सुबह की तरह चुस्त है।
hi	मिताली शाम की तरह चुस्त है।
hi	गुप्ता जी के कार चौरी होना ऐसा है जैसे कंगाली में आटा गीला होना।
hi	गुप्ता जी के कार चौरी होना ऐसा है जैसे कंगाली में समुन्दर गीला होना।
hi	दूकान घोड़े की दौड़ रही है। 
hi	दूकान घोंघे की दौड़ने रही है। 
hi	दीपक उगते सूरज की तरह चमका। 
hi	दीपक उगते चाँद की तरह चमका। 
hi	मोहन और रमेश का कुत्ते-बिल्ली सा प्यार है। 
hi	मोहन और रमेश का राम-शाम सा प्यार है। 
hi	रचना से मिल मेरा दिल आंधी सा हल्का हो गया है।
hi	रचना से मिल मेरा दिल हवा सा हल्का हो गया है।
hi	राधा के आँसू फूलों की पत्तियों से बहने लगे। 
hi	राधा के आँसू पहाड़ों के झरने से बहने लगे। 
hi	शाम की टोपी उसके राजा होने का प्रतीक है।
hi	शाम की टोपी उसके भिखारी होने का प्रतीक है।
hi	तुम उस पेड़ की छायादार पत्तियों के लिए मशहूर है।
hi	तुम उस पेड़ के सड़े फलों के लिए मशहूर है।
hi	वह लोग जंगली घास की तरह शहरों में बस गए थे। 
hi	वह लोग बहते पानी की तरह शहरों में बस गए थे। 
hi	पत्र में जैसे पिता जी ने साँप भेजे थे। 
hi	पत्र में जैसे पिता जी ने लडू भेजे थे। 
hi	मैं पक्षी सा उड़ना चाहता हूँ। 
hi	मैं वृक्ष सा उड़ना चाहता हूँ। 
hi	तुहारी जीभ नहीं जैसे ज़ेहर है। 
hi	तुहारी जीभ नहीं जैसे शहद है। 
hi	तुम्हारे लोगों का दिल समुन्दर सा विशाल है। 
hi	तुम्हारे लोगों का दिल लोटे सा विशाल है। 
hi	दुनिया में जैसे हर जगह गोलियां चल रही हैं। 
hi	दुनिया में जैसे हर जगह गाने चल रही हैं। 
hi	काली ऐसे नाचा जैसे उसके अंदर भूत आ गया हो। 
hi	काली ऐसे नाचा जैसे उसके अंदर गोविंदा आ गया हो। 
hi	वो ऐसे प्यासी थी जैसे जल में मछली। 
hi	वो ऐसे प्यासी थी जैसे रेगिस्तान में मछली। 
hi	उसके गले के गहने किसी अजायबघर से लाये हुए लग रहे थे। 
hi	उसके गले के गहने किसी रजवाड़े से लाये हुए लग रहे थे। 
hi	मैं इस शहर को अपनी घर के कमरों की तरह जानता था। 
hi	मैं इस शहर को अपनी भूगोल की किताब की तरह जानता था। 
hi	वो रातों का व्यापारी था। 
hi	वो दिन का व्यापारी था। 
hi	वह साफी की तरह कड़वा है। 
hi	वह विष की तरह कड़वा है। 
hi	यह उत्तर कीचड़ की तरह स्पष्ट है।
hi	यह उत्तर झील की तरह स्पष्ट है।
hi	दादाजी की याददाश्त छलनी की तरह हो गयी है।
hi	दादाजी की याददाश्त बटुए की तरह हो गयी है।
hi	चूहा गोंद की तरह चिपका हुआ है।
hi	चूहा मैल की तरह चिपका हुआ है।
hi	शिक्षा एक फलदार वृक्ष के समान होती है।
hi	शिक्षा एक कैक्टस पौधे के समान होती है।
hi	रौशनी हिरन की तरह चँचल थी। 
hi	रौशनी हाथी की तरह चँचल थी।  
hi	शर्मा जी काँटों सी बातें करते हैं। 
hi	शर्मा जी पुष्प सी बातें करते हैं। 
hi	मेरा घर चिड़िया के अंडे सा है। 
hi	मेरा घर डायनासोर के अंडे सा है। 
hi	जीवन का सफर गेंद सा है। 
hi	जीवन का सफर ब्रह्माण्ड सा है। 
hi	तुम्हारी सोच शीशे सी साफ़ है। 
hi	तुम्हारी सोच राख सी साफ़ है। 
hi	बादलों सा ऊँचा उठो। 
hi	पतंग सा ऊँचा उठो। 
hi	मोतीलाल का बचपन पुष्प वर्षा सा है। 
hi	मोतीलाल का बचपन घनघोर तूफान सा है। 
hi	कागज की नाँव सा मजबूत है। 
hi	विशाल जहाज सा मजबूत है। 
hi	किताबों सा जानकार है। 
hi	रसोइये सा जानकार है। 
hi	साधु की तरह शांत मन। 
hi	डाकू की तरह शांत मन। 
hi	वो साइकिल की तरह तेज़ है। 
hi	वो कार की तरह तेज़ है। 
hi	शामलाल की गाय पीतल सा दूध देती थी। 
hi	शामलाल की गाय चाँद सा दूध देती थी। 
hi	उसका पढ़ना जैसे सरदास की आँखे। 
hi	उसका पढ़ना जैसे कालीदास दे दोहे।  
hi	उस समूह में रसगुल्ले की मिठास है। 
hi	उस समूह में मिर्ची की मिठास है। 
hi	जानवरों सा लड़ते हैं वो। 
hi	लहरों सा लड़ते हैं वो। 
hi	उसका हिसाब जैसे पत्थर पे लकीर है। 
hi	उसका हिसाब जैसे हवा में तीर है। 
hi	उस लड़की को वो शिकारी सा घूर रहा है।
hi	उस लड़की को वो भिखारी सा घूर रहा है।
hi	खेतों में अपने रक्त से सिंचाई की।
hi	खेतों में अपने पानी से सिंचाई की।
hi	इम्तिहान में वह ऐसे भुला जैसे हाथ से रेत फिसल गई हो।
hi	इम्तिहान में वह ऐसे भुला जैसे वृक्ष से फल गिर गया हो।
hi	उसका गुस्सा जवालामुखी सा है। 
hi	उसका गुस्सा कोल्ड ड्रिंक सा है। 
hi	सर पे चोट लगने से वह जोकर हो गया है। 
hi	सर पे चोट लगने से वह डॉक्टर हो गया है। 
hi	उसके दोस्त उसे हवा में गेंद की तरह उछालते हैं। 
hi	उसके दोस्त उसे कुर्सी पर बिठाते हैं।
hi	मैं ड्राइवर बनना चाहता हूँ। 
hi	मैं पायलट बनना चाहता हूँ। 
hi	वह समोसे सा गर्म था। 
hi	वह जलेबी सा गर्म था। 
hi	वो मकान सोने चांदी सा महंगा है। 
hi	वो मकान दाल रोटी सा महंगा है। 
hi	शम्भू का पेट गोदाम सा है। 
hi	शम्भू का पेट चूहे दान सा है। 
hi	वह शाम की तरह ढल गया। 
hi	वह सूरज की तरह ढल गया। 
hi	उसका टीवी ऐसा था जैसे फुटबॉल ग्राउंड में क्रिकेट बॉल। 
hi	उसका टीवी ऐसा था जैसे क्रिकेट ग्राउंड में फुटबॉल। 
hi	रोहित मोगाम्बो की तरह है। 
hi	रोहित शक्तिमान की तरह है। 
hi	उसके मुख पर अर्थी सा दुःख था। 
hi	उसके मुख पर स्वार्थी सा दुःख था। 
hi	मेरी पत्नी टमाटर की तरह लग रही थी। 
hi	मेरी पत्नी मूली की तरह लग रही थी। 
hi	नौकर चाय में जैसे नमक डाल लाया था। 
hi	नौकर चाय में जैसे शहद डाल लाया था। 
hi	कोट के बटन चावल के दाने से लग रहे थे। 
hi	कोट के बटन अंगूर के दाने से लग रहे थे। 
hi	महेन्दर का दिमाग चाचा चौधरी सा तेज था। 
hi	महेन्दर का दिमाग साबू सा तेज था।
hi	राजू की आवाज जादू की छड़ी सी है। 
hi	राजू की आवाज झाड़ू के तिनके सी है। 
hi	उसका काम जुगनू पकड़ने जैसा था। 
hi	उसका काम मधुमखी पकड़ने जैसा था। 
hi	नेहा ने चील सी तेजी दिखाई। 
hi	नेहा ने चिड़िया सी तेजी दिखाई। 
hi	स्टेज पर वो बूत सा खड़ा हो गया। 
hi	स्टेज पर वो रेडियो सा खड़ा हो गया। 
hi	राम ने शाम को हथोड़े सा हाथ मारा। 
hi	राम ने शाम को पकोड़े सा हाथ मारा। 
hi	उसने दिशा को जैसे राम बाण दे दिया। 
hi	उसने दिशा को जैसे रावण बाण दे दिया। 
hi	रामलाल के लड्डू ऐसे होते हैं जैसे मिश्री की गेंद। 
hi	रामलाल के लड्डू ऐसे होते हैं जैसे मिर्ची की गेंद। 
hi	वह धोबी के गधे सा हो गया है। 
hi	वह रेस के घोड़े सा हो गया है। 
hi	माली ने आलू के फूल लगाए। 
hi	माली ने कमल के फूल लगाए। 
hi	रमेश का दिमाग कंप्यूटर सा तेज है। 
hi	राज का दिमाग कचरे सा तेज है। 
hi	बैंक वालों ने पहाड़ सा कर माँग लिया। 
hi	बैंक वालों ने सूखे पेड़ सा कर माँग लिया। 
hi	दिल्ली की ठण्ड की तरह बात मत करो। 
hi	जयपुर की गर्मी की तरह बात मत करो। 
hi	वह केले के चिप्स की तरह कड़क है। 
hi	वह लोहे की रॉड की तरह कड़क है। 
hi	हंसो के जोड़े सा प्यार है उनमें। 
hi	मगरमछ के जोड़े सा प्यार है उनमें। 
hi	फिल्म में हीरो सुपरमैन की तरह लग रहा था। 
hi	फिल्म में हीरो चार्ली चैपलिन की तरह लग रहा था। 
hi	हरकतें तो बंदरों सी हैं उसकी। 
hi	हरकतें तो संतों सी हैं उसकी। 
hi	टीना और रवी का प्यार पहली बारिश सा है। 
hi	टीना और रवी का प्यार मौसमी बारिश सा है। 
hi	रेगिस्तान सा दिल हो गया है संगीता का।
hi	मनाली सा दिल हो गया है संगीता का।
hi	उसके परिवार के ऊपर काले बादल मंडरा रहे हैं। 
hi	उसके परिवार के ऊपर सफ़ेद बादल मंडरा रहे हैं। 
hi	कॉलेज में जाते ही वह कली सी खिल उठी। 
hi	कॉलेज में जाते ही वह फूल सी खिल उठी। 
hi	तुहारा चेहरा चौदवीं के चाँद सा लग रहा है। 
hi	तुहारा चेहरा अमावस के चाँद सा लग रहा है। 
hi	शेर बिल्जी सा कड़क रहा था। 
hi	शेर पानी सा बह रहा था। 
hi	यह सफर तो ओस की बूंदों सा लग रहा है। 
hi	यह सफर तो काढ़े की बूंदों सा लग रहा है। 
hi	उसके सपने पतझड़ के पत्तों से हो गए। 
hi	उसके सपने सावन के पत्तों से हो गए। 
hi	इस दूकानदार से बसंत ऋतू की महक आ रही है। 
hi	इस दूकानदार से जलती लाश की महक आ रही है। 
hi	वह बदमाश सबको खीरे-ककड़ी की तरह काट रहा है। 
hi	वह बदमाश सबको हीरे-सोने की तरह काट रहा है। 
hi	उसके ऊपर खून सवार है। 
hi	उसके ऊपर अमृत सवार है। 
hi	धीरज काम से ख्याली पुलाओ बना रहा है। 
hi	धीरज काम से सूंदर मकान बना रहा है। 
hi	शंकर ऐसे बात करता है जैसे वो भगवान हो। 
hi	शंकर ऐसे बात करता है जैसे वो शैतान हो। 
hi	मेरी खोपड़ी मत खाओ, जाओ यहाँ से।
hi	मेरी सब्जी मत खाओ, जाओ यहाँ से।
hi	शौकत हरीश के गले का हार था। 
hi	शौकत हरीश के गले का फंदा था। 
hi	जो हुआ सो हुआ, अब गड़े मुर्दे उखारने से क्या लाभ?
hi	जो हुआ सो हुआ, अब पेड़ उखारने से क्या लाभ?
hi	मुंशी ने सेठ के सारे हिसाब-किताब का फूटबाल सा गोलमाल बना दिया। 
hi	मुंशी ने सेठ के सारे हिसाब-किताब का स्केल सा सीधा कर दिया। 
hi	पैसा हाथो की मैल है। 
hi	पैसा हाथो की रेखा है। 
hi	उसने टीचर की तरह बात समझाई। 
hi	उसने हलवाई की तरह बात समझाई। 
hi	शांतिप्रसाद साबुन की तरह काम करते हैं। 
hi	शांतिप्रसाद हीरे की तरह काम करते हैं। 
hi	उसकी शादी में बाराती मधुमखी के झुंड से आये थे। 
hi	उसकी शादी में बाराती हाथिओं के झुंड से आये थे। 
hi	मेले में हलवे सा आनंद था। 
hi	मेले में नूडल्स सा आनंद था। 
hi	परांठा तो पिज़्ज़े की तरह है। 
hi	परांठा तो दाल की तरह है। 
hi	उसके चित्र में मधु सा आनंद था। 
hi	उसके चित्र जंगल सा आनंद था। 
hi	बच्चो ने झरने सा प्रदर्शन किया।  
hi	बच्चो ने जानवरों सा प्रदर्शन किया।  
hi	राधिका स्कूल की परी है। 
hi	राधिका स्कूल की चुड़ैल है। 
hi	वह सवाल हिमालय चढ़ने जैसा था। 
hi	वह सवाल मंदिर की सीढ़िया चढ़ने जैसा था। 
hi	उस आदमी पानी की तरह पैसा बहाता है। 
hi	उस आदमी गंगा जल की तरह पैसा बहाता है। 
hi	अदिती ने रेस जीतने के बाद घी के दीये जलाये। 
hi	अदिती ने रेस जीतने के बाद घासलेट के दीये जलाये। 
hi	होटल का खाना चॉक्लेट की तरह था। 
hi	होटल का खाना इमली की तरह था। 
hi	उसने समुन्दर में मछली पकड़ने जैसा काम किया।  
hi	उसने तालाब में पक्षी पकड़ने जैसा काम किया।  
hi	राजेश ने चोरी कर देश का नाम कर दिया। 
hi	राजेश ने जीत कर देश का नाम कर दिया। 
hi	लड़की की टाँगे लकड़ी जैसी थी। 
hi	लड़की की टाँगे हथनी जैसी थी। 
hi	ज़िन्दगी में कलाकंद सा स्वाद है। 
hi	ज़िन्दगी में आमपापड़ सा स्वाद है।
hi	बाँस से ताकत है उसमें। 
hi	रॉड से ताकत है उसमें।
hi	श्रीकृष्ण के युग में हमारे देश में घी-दूध की नदियाँ बहती थीं।
hi	श्रीकृष्ण के युग में हमारे देश में शराब की नदियाँ बहती थीं।
hi	पण्डितजी का लड़का जैसे चिराग तले अँधेरा। 
hi	पण्डितजी का लड़का जैसे चिराग तले सवेरा। 
hi	उसके कान बहुत कच्चे हैं। 
hi	उसके हाथ बहुत कच्चे हैं। 
hi	संजू ने कुश्ती में इतनी जल्दी घुटने टेक दिए। 
hi	संजू ने कुश्ती में इतनी जल्दी मुक्के टेक दिए। 
hi	तुम मिटटी के घड़े से हो।
hi	तुम स्टील के घड़े से हो।
hi	मरीज ने डॉक्टर को मिठाई दी। 
hi	मरीज ने डॉक्टर कोपिटाई दी। 
hi	कमरे में स्टेडियम सी ख़ामशी थी। 
hi	कमरे मेंलाइब्रेरी सी ख़ामशी थी। 
hi	वह गिलहरी की तरह सुंदर है।
hi	वह सुअर की तरह सुंदर है।
hi	राधा शाम के पैरों की धुल है। 
hi	राधा शाम के माथे की धुल है। 
hi	उसके खिलौने चिराग लेकर ढूँढो। 
hi	उसके खिलौने सूरज लेकर ढूँढो। 
hi	जज ने चोर को गिलास के पानी जितनी सजा सुनाई। 
hi	जज ने चोर को नदी के पानी जितनी सजा सुनाई। 
hi	नीर सा साफ़ मन। 
hi	कीचड सा साफ़ मन। 
hi	वह लक्मी सा उदार है। 
hi	वह भक्षी सा उदार है। 
hi	मोहित ने दुश्मन को दाल के चने चबवाये। 
hi	मोहित ने दुश्मन को लोहे के चने चबवाये। 
hi	काशी भीम सा विशाल था। 
hi	काशी नकुल सा विशाल था। 
hi	उसकी मुस्कान शैतान सी है। 
hi	उसकी मुस्कान जोकर सी है। 
hi	कपिल देव की तरह महान खिलाड़ी। 
hi	बंसाली की तरह महान खिलाड़ी। 
hi	उसकी बहन उसको अपने देश सी प्यारी है। 
hi	उसकी बहन उसको अपने दुश्मन सी प्यारी है। 
hi	उसक बस्ता पलकों सा भारी है।
hi	उसक बस्ता पत्थरों सा भारी है।
hi	उसने सूरदास सी कैच पकड़ी। 
hi	उसने चील सी कैच पकड़ी। 
hi	उसकी कलाकृति ऐसी थी जैसे मंदिर की मूर्ति। 
hi	उसकी कलाकृति ऐसी थी जैसे सड़के टूटी।  
hi	वह सरस्वती सा गाती है। 
hi	वह फटे ढोल सा गाती है। 
hi	उसकी तनख्वा चांदी के चमच जितनी है। 
hi	उसकी तनख्वा पीतल के चमच जितनी है। 
hi	उसकी दूकान निक्केर सी लम्बी है। 
hi	उसकी दूकान पैंट सी लम्बी है। 
hi	अश्वनी के लिए प्रतोयगता में जितना खट्टे अंगूर की तरह है। 
hi	अश्वनी के लिए प्रतोयगता में जितना मीठे अमरुद की तरह है। 
hi	बिज़नेस में इन दोनों का मेल शादी की तरह है। 
hi	बिज़नेस में इन दोनों का मेल तलाक की तरह है। 
hi	जीवन चूरन की तरह होता है।
hi	जीवन चॉकलेट की तरह होता है। 
hi	शिवाजी के खंजर लोहे के थे। 
hi	शिवाजी के खंजर लकड़ के थे। 
hi	यह ऑफिस घर के आंगन की तरह साफ़ है। 
hi	यह ऑफिस घर की परछती की तरह साफ़ है। 
hi	रमन हनुमान सा भक्त है। 
hi	रमन जयचंद सा भक्त है। 
hi	वह व्हेल सी विशाल है। 
hi	वह पिपीफॉस सी विशाल है। 
hi	पुलिस इंस्पेक्टर भेड़िये की तरह शरीफ थी।
hi	पुलिस इंस्पेक्टर गाय की तरह शरीफ थी। 
hi	छोटे बच्चे गुलाब की पत्तियों से कोमल होते हैं। 
hi	छोटे बच्चे गुलाब के काँटों से कोमल होते हैं। 
hi	बैंक मैं चुलु भर जितने पैसे नहीं है। 
hi	बैंक में कुँए जितना पैसा भी नहीं है। 
hi	रजनीश के घर में संगीत ऐसे बजता है जैसे डिस्कोथेक।
hi	रजनीश के घर में संगीत ऐसे बजता है जैसे शांतिस्तूपा।
hi	सरकार ने कर ऐसे लगाया जैसे अम्बानी का मकान। 
hi	सरकार ने कर ऐसे लगाया जैसे गरीब का मकान। 
hi	पेंटर ने पूरा घर महल सा चमका दिया। 
hi	पेंटर ने पूरा घर झोंपड़ी सा चमका दिया। 
hi	रेहान ने टैक्सी में सारा शहर घुमा। 
hi	रेहान ने पैदल सारा शहर घुमा। 
hi	माँ का गुस्सा ठंडी छाछ सा होता है। 
hi	माँ का गुस्सा गर्म दूध सा होता है। 
hi	वह बच्चे की तरह खेलता है। 
hi	वह बूढ़े की तरह खेलता है। 
hi	ट्रक का हॉर्न फटे बाँस सा बज रहा है। 
hi	ट्रक का हॉर्न रेडियो सा बज रहा है। 
hi	पिता के प्यार सा मीठा है मेरा दोस्त। 
hi	भईया के प्यार सा मीठा है मेरा दोस्त। 
hi	आज का दिन रविवार की तरह निकला।  
hi	आज का दिन सोमवार की तरह निकला।  
hi	तुम ट्रैन के सफर सी बाते कर रहे हो। 
hi	तुम हवाईजहाज के सफर सी बाते कर रहे हो। 
hi	उसका कान में ढोल की आवाज बज रहा थी। 
hi	उसका कान में विणा की आवाज बज रही थी। 
hi	कमला ऑफिस में घोड़े बेचने की तरह सो गई। 
hi	कमला ऑफिस में सोने पे साँप की तरह सो गई। 
hi	काशी के सर पर सींग उग गए। 
hi	काशी के सर पर सेब उग गए। 
hi	अजय सोफे सा घर में फ़ैल गया। 
hi	अजय कुर्सी सा घर में फ़ैल गया। 
hi	संगीत सीखने के लिए उसने लोहे के चने चबाये। 
hi	संगीत सीखने के लिए उसने घोड़े के चने चबाये। 
hi	पुल ऐसे गिरा जैसे ताश के पत्ते। 
hi	पुल ऐसे गिरा जैसे क़ुतुब मीनार। 
hi	नौकर की बच्ची पहले स्थान पर आयी। 
hi	प्रिंसिपल की बच्ची पहले स्थान पर आयी। 
hi	नॉवेल सा पतला है वो। 
hi	पॉकेट बुक सा पतला है वो। 
hi	उसकी बाजुएँ गैंडे की तरह मजबूत हैं। 
hi	उसकी बाजुएँ कबूतर की तरह मजबूत हैं। 
hi	अम्बितभ बच्चन सी आवाज है उसकी। 
hi	सचिन तेंदुलकर सी आवाज है उसकी। 
hi	वह किसी सस्पेंस थ्रिलर की तरह बात कर रहा था। 
hi	वह किसी हास्य कविसमेल्लन की तरह बात कर रहा था। 
hi	वह आलू की तरह मशहूर था। 
hi	वह शिमलामिर्च की तरह मशहूर था। 
hi	शर्मीला सर्कस के मदारी की तरह कुत्तों को खिला रही थी। 
hi	शर्मीला जेल के जेलर की तरह कुत्तों को खिला रही थी। 
hi	गायक किसी रिंग मास्टर की तरह गा रहा था। 
hi	गायक किसी स्वर्ग के दूत की तरह गा रहा था। 
hi	उसका दिल शीशे की बोतल सा टूट गया। 
hi	उसका दिल कागज की नाव सा टूट गया। 
hi	वह बगीचे की तरह महक उठा। 
hi	वह इत्र की तरह महक उठा। 
hi	उसने संजय की तरह अपने दोस्त का मार्गदर्शन किया। 
hi	उसने कृष्ण की तरह अपने दोस्त का मार्गदर्शन किया। 
hi	उसके ख्वाब आसमान पर रहने के थे। 
hi	उसके ख्वाब धरती पर रहने के थे। 
hi	कुसुम को दरवाजा खोलने में चिड़िया सा जोर लगाना पड़ा। 
hi	कुसुम को दरवाजा खोलने में सारस सा जोर लगाना पड़ा। 
hi	वो शेर की तरह बाहर आया। 
hi	वो गिद्दर की तरह बाहर आया। 
hi	उसके बाल सफ़ेद युहीं नहीं हुए। 
hi	उसके बाल लाल युहीं नहीं हुए। 
hi	उसकी रिश्तेदारी लोहे की तरह मजबूत है। 
hi	उसकी रिश्तेदारी शीशे की तरह मजबूत है। 
hi	उसके पास बंदर सा दिमाग है। 
hi	उसके पास गिरगिट सा दिमाग है। 
hi	उसकी आवाज में लता मंगेशकर का दर्द है। 
hi	उसकी आवाज में मुंगेरी लाल का दर्द है। 
hi	रितेश का प्लान हवाई किला बनाने जैसा है। 
hi	रितेश का प्लान एक घर बनाने जैसा है। 
hi	शमशेर का घर गुरु के लंगर की तरह हमेशा खुला था। 
hi	शमशेर का घर बैंक की तिजोरी की तरह हमेशा खुला था। 
hi	उसकी बहन स्कूल की हेडमास्टर है।  
hi	उसकी बहन स्कूल की चपरासी है। 
hi	वो चाय में गिरी माखी भी चूस लेता है। 
hi	वो चाय में गिरीं इलाइची भी चूस लेता है। 
hi	मेहक ने चंडी का रूप ले लिया। 
hi	मेहक ने राधा का रूप ले लिया। 
hi	गंगू ने आइसक्रीम के लिए लड़ाई की। 
hi	गंगू ने अंगूठी के लिए लड़ाई की। 
hi	संजीव में पहलवान सा जोश था। 
hi	संजीव में कौए सा जोश था। 
hi	वह चोरों की तरह अपने घर घुसा। 
hi	वह शहंशाह की तरह अपने घर घुसा। 
hi	उसने सबको इडली की तरह कपड़ा दिया। 
hi	उसने सबको वड़े की तरह कपड़ा दिया। 
hi	वह तन्हाई में रो रही है। 
hi	वह समूह में रो रही है। 
hi	उसका दिमाग शौचालय सा काम कर रह है। 
hi	उसका दिमाग अम्बानी सा काम कर रह है। 
hi	रौनक सच का साथ देता है। 
hi	रौनक झूठ का साथ देता है। 
hi	उसकी कला ऐसी है जैसे इंदरधनुष। 
hi	उसकी कला ऐसी है जैसे कीड़े मकोड़े। 
hi	उसे हर कोई घंटी की तरह समझता है। 
hi	उसे हर कोई इंस्पेक्टर की तरह समझता है। 
hi	पिता की डांट बर्फ की तरह होती है। 
hi	पिता की डांटआग की तरह होती है। 
hi	मकान मालिक भालू की तरह मोटा था। 
hi	मकान मालिक चूहे की तरह मोटा था। 
hi	उसका आना चाय की चुस्की की तरह था। 
hi	उसका आना शराब की चुस्की की तरह था। 
hi	शरबत सा इसका अहसास है। 
hi	गोबर सा इसका अहसास। 
hi	भारत की राजधानी सा बड़ा है वो महल।  
hi	भारत की गलियों सा बड़ा है वो महल।  
hi	तुम्हारी कंपनी नकली दवाइयां बनती है। 
hi	तुम्हारी कंपनी असली दवाइयां बनती है। 
hi	उसका सर अंडों सा चमक रहा है। 
hi	उसका सर गोभी सा चमक रहा है। 
hi	उसकी बातें बिजली के झटकों की तरह है। 
hi	उसकी बातें झूले के झटकों की तरह है। 
hi	उसकी सब्जी इंजन की तेजी से बिकती है। 
hi	उसकी सब्जी बैलगाड़ी की तेजी से बिकती है। 
hi	उसकी कमाई गैस की तरह उड़ गयी। 
hi	उसकी कमाई दिये की तरह उड़ गयी। 
hi	उसका काम घास की तरह फ़ैल गया। 
hi	उसका काम मिटी की तरह फ़ैल गया। 
hi	रोहन का लेख इतिहास की तरह याद रहेगा। 
hi	रोहन का लेखअंतरिक्ष की तरह याद रहेगा। 
hi	पनाग मनोज की दुश्मनी का शिकार हो गई। 
hi	पनाग मनोज की दोस्ती का शिकार हो गई। 
hi	वह जमीन तेल की तरह चकिनी हो गई। 
hi	वह जमीन रेगमार की तरह चकिनी हो गई। 
hi	वो ऐसे चिल्लाये जैसे मैच में जीत गए हों। 
hi	वो ऐसे चिल्लाये जैसे घर में चोरी आ गए हों। 
hi	तुम्हारे घर की कीमत लाखों की है। 
hi	तुम्हारे घर की कीमतकौड़ियों की है। 
hi	उसकी बनाई मशीन आधुनिक युग का प्रतीक है। 
hi	उसकी बनाई मशीनपौराणिक युग का प्रतीक है। 
hi	तुम्हारी गरीबी मेरे टुकड़ों पर चल रही है। 
hi	तुम्हारी अमीरी मेरे टुकड़ों पर चल रही है। 
hi	इस पिच में दरारे पड़ गई हैं। 
hi	इस पिच में खड्डे पड़ गई हैं। 
hi	वह सादे लिबास पहनता है। 
hi	वह रंगीन लिबास पहनता है। 
hi	कमलेश वर्तमान में जीता है। 
hi	कमलेश भूतकाल में जीता है। 
hi	वह हमारा रक्षक था। 
hi	वह हमारा भक्षक था। 
hi	वह आदमी मेरे पाँव की जूती बारबार है। 
hi	वह आदमी मेरे हाथों की अंगूठी बारबार है। 
hi	वो मेरे पक्ष में बोलता है। 
hi	वो मेरे विपक्ष में बोलता है। 
hi	उसकी मेहनत धारा जैसी है।
hi	उसकी मेहनत तालाब जैसी है।
en	The reporter was as tall as a basektball center
en	The reporter was as tall as a midget
en	The disease is spreading like a wild fire
en	The disease is spreading like a growth of a finger nail
en	The teen was a skyscraper
en	The teen was an anthill
en	The investigation had the weight of A bunch of feathers
en	The investigation had the weight of A city-wide ripple effect
en	The teacher is as encouraging as a parent
en	The teacher is as encouraging as a dead bird
en	Her hair had the luster of a horse's chestnut mane
en	Her hair had the luster of straw
en	His class had all the brilliance of a light bulb
en	His class had all the brilliance of a rock
en	The house was as cozy as a winter cabin on a cold night.
en	The house was as cozy as a prison cell.
en	The soldier was as tough as nails
en	The soldier was as tough as cotton
en	She was as fragile as an elephant
en	She was as fragile as a crystal teacup
en	Her closest relative may as well be a horse
en	Her closest relative may as well be a bird
en	The athlete was as good as mike tyson in the 80s
en	The athlete was as good as mike tyson when he's 80
en	The student was as confused as a dog at a spelling bee
en	The student was as confused as a lawyer in court
en	The corner was as busy as a parade
en	The corner was as busy as a graveyard
en	The book was as entertaining as a party
en	The book was as entertaining as a funeral
en	The artist is as creative as vanilla ice cream
en	The artist is as creative as caramel balsamic swirl ice cream
en	This show has as many episode as a centipede has legs
en	This show has as many episode as there are moons in the night sky
en	Me and my relative have rhe closeness of conjoined twins
en	Me and my relative have rhe closeness of the north and south poles
en	The house is as fragile as steel
en	The house is as fragile as silk
en	The actor got as much attention as a lion exhibit at a zoo
en	The actor got as much attention as a grain of sand at a beach
en	That shirt looks like a Garbage bag
en	That shirt looks like a Rose bush
en	The book has the respect of A doctor
en	The book has the respect of A conspiracy theorist
en	My new car has the reliability of a penny stock
