startphrase,ending1,ending2,labels
Kata-katanya membuatku merasa seperti diberi setumpuk tugas yang harus selesai besok.,Kata-katanya membuatku merasa tenang.,Kata-katanya membuatku merasa gelisah.,1
"Dari ekspresinya, dia terlihat seperti orang yang sedang jatuh cinta.",Dia terlihat bahagia.,Dia terlihat murung.,0
"Dari ekspresinya, dia terlihat seperti sedang terlilit hutang.",Dia terlihat bahagia.,Dia terlihat murung.,1
Alas sepatu ini terasa seperti bantal bulu angsa.,Alas sepatu ini terasa empuk.,Alas sepatu ini terasa keras.,0
Alas sepatu ini terasa seperti kerikil di dasar sungai.,Alas sepatu ini terasa empuk.,Alas sepatu ini terasa keras.,1
Kondisi di dalam rumahnya seperti showroom di IKEA.,Kondisi di dalam rumahnya tertata rapi.,Kondisi di dalam rumahnya berantakan.,0
Kondisi di dalam rumahnya seperti habis terkena gempa 7 skala Richter.,Kondisi di dalam rumahnya tertata rapi.,Kondisi di dalam rumahnya berantakan.,1
Dia makan malam seperti orang yang sedang sariawan.,Dia makan malam dengan tidak berselera.,Dia makan malam dengan lahap.,0
Dia makan malam seperti orang yang sedang berbuka puasa.,Dia makan malam dengan tidak berselera.,Dia makan malam dengan lahap.,1
Dia memanggilku seperti seorang ibu yang mencari anaknya di keramaian.,Dia memanggilku dengan berteriak.,Dia memanggilku dengan berbisik.,0
Dia memanggilku seperti pencuri yang takut ketahuan.,Dia memanggilku dengan berteriak.,Dia memanggilku dengan berbisik.,1
Dia memasak seperti sedang mengikuti kompetisi Masterchef.,Dia memasak dengan sungguh-sungguh.,Dia memasak dengan asal.,0
Dia memasak seperti anak kos yang malas.,Dia memasak dengan sungguh-sungguh.,Dia memasak dengan asal.,1
Aku merasa seperti anak kecil yang baru memecahkan vas bunga kesayangan ibunya saat berada di ketinggian.,Aku merasa takut saat berada di ketinggian.,Aku merasa berani saat berada di ketinggian.,0
Aku merasa seperti pecinta reptil yang sedang berkunjung ke penangkaran ular saat berada di ketinggian.,Aku merasa takut saat berada di ketinggian.,Aku merasa berani saat berada di ketinggian.,1
Hidungnya seperti buah ceri.,Hidungnya pesek.,Hidungnya mancung.,0
Hidungnya seperti paruh burung.,Hidungnya pesek.,Hidungnya mancung.,1
Warna kulitnya seperti kopi susu.,Warna kulitnya sawo matang.,Warna kulitnya putih gading.,0
Warna kulitnya seperti salju.,Warna kulitnya sawo matang.,Warna kulitnya putih gading.,1
Dia menari seperti finalis Indonesia's Got Talent.,Dia menari dengan luwes.,Dia menari dengan kaku.,0
Dia menari seperti bapak-bapak yang punya asam urat.,Dia menari dengan luwes.,Dia menari dengan kaku.,1
Dia bermain bulutangkis seperti atlet Olimpiade.,Dia bermain bulutangkis dengan hebat.,Dia bermain bulutangkis dengan payah.,0
Dia bermain bulutangkis seperti orang mabuk.,Dia bermain bulutangkis dengan hebat.,Dia bermain bulutangkis dengan payah.,1
Dia berpakaian seperti akan bertemu pujaan hatinya.,Dia berpakaian rapi.,Dia berpakaian seadanya.,0
Dia berpakaian seperti mau beli ikan ke pasar.,Dia berpakaian rapi.,Dia berpakaian seadanya.,1
Dia bekerja seakan-akan dia digaji ratusan juta per bulan.,Dia bekerja dengan upaya yang maksimal.,Dia bekerja dengan asal-asalan.,0
Dia bekerja seakan-akan dia mahasiswa magang yang tidak ingin lulus.,Dia bekerja dengan upaya yang maksimal.,Dia bekerja dengan asal-asalan.,1
"Dari tas yang dipakainya, dia terlihat seperti istri pejabat.",Tasnya terlihat mahal.,Tasnya terlihat murah.,0
"Dari tas yang dipakainya, dia terlihat seperti pengangguran.",Tasnya terlihat mahal.,Tasnya terlihat murah.,1
Dia naik ke pesawat seperti orang yang tidak pernah ke luar negeri.,Dia naik ke pesawat dengan ragu-ragu.,Dia naik ke pesawat dengan percaya diri.,0
Dia naik ke pesawat seperti penumpang kelas bisnis.,Dia naik ke pesawat dengan ragu-ragu.,Dia naik ke pesawat dengan percaya diri.,1
Dia memelukku seakan-akan aku adalah ibunya.,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,0
Dia memelukku seakan-akan aku adalah musuh bebuyutannya.,Dia memelukku dengan erat.,Dia memelukku dengan enggan.,1
Dia mempresentasikan tugasnya seperti pemenang lomba pidato internasional.,Dia mempresentasikan tugasnya dengan yakin.,Dia mempresentasikan tugasnya dengan gelisah.,0
Dia mempresentasikan tugasnya seperti orang yang sedang menahan pipis.,Dia mempresentasikan tugasnya dengan yakin.,Dia mempresentasikan tugasnya dengan gelisah.,1
Hotel ini terasa seperti di tengah samudera.,Hotel ini terasa sepi.,Hotel ini terasa ramai.,0
Hotel ini terasa seperti stadion bola saat pertandingan.,Hotel ini terasa sepi.,Hotel ini terasa ramai.,1
Kamu tidur seperti beruang yang sedang hibernasi.,Kamu tidur dengan sangat nyenyak.,Kamu tidur dengan tidak nyenyak.,0
Kamu tidur seperti ibu menyusui yang bayinya rewel.,Kamu tidur dengan sangat nyenyak.,Kamu tidur dengan tidak nyenyak.,1
Hari ini aku merasa seperti anak kecil di toko mainan.,Hari ini aku merasa bahagia.,Hari ini aku merasa sedih.,0
Hari ini aku merasa seperti anak kecil yang es krimnya tersenggol dan jatuh.,Hari ini aku merasa bahagia.,Hari ini aku merasa sedih.,1
Mobil itu melaju seperti peluru.,Mobilnya cepat.,Mobilnya lambat.,0
Mobil itu melaju seperti keong.,Mobilnya cepat.,Mobilnya lambat.,1
"Walaupun berusia 15 tahun, Budi berpikir layaknya seorang ilmuwan.",Budi sangat pintar.,Budi sangat bodoh.,0
"Walaupun berusia 15 tahun, Budi berpikir layaknya balita.",Budi sangat pintar.,Budi sangat bodoh.,1
Laptop baru Ani harganya seperti berlian.,Laptopnya mahal.,Laptopnya murah.,0
Laptop baru Ani harganya seperti rongsokan.,Laptopnya mahal.,Laptopnya murah.,1
Jajanan di kantin ini rasanya seperti kotoran burung.,Rasa jajanan ini tidak enak.,Rasa jajanan ini sangat lezat.,0
Jajanan di kantin ini rasanya seperti sentuhan malaikat.,Rasa jajanan ini tidak enak.,Rasa jajanan ini sangat lezat.,1
Penampilannya bagaikan kucing masuk comberan.,Ia berpenampilan kumal dan kusam.,Ia berpenampilan cantik dan elok.,0
Penampilannya bagaikan bidadari.,Ia berpenampilan kumal dan kusam.,Ia berpenampilan cantik dan elok.,1
Ketiaknya baunya seperti bunga bangkai.,Ketiaknya berbau tidak sedap.,Ketiaknya berbau sedap.,0
Ketiaknya baunya seperti melati.,Ketiaknya berbau tidak sedap.,Ketiaknya berbau sedap.,1
Makan daging itu rasanya seperti menggigit sandal.,Daging itu alot dan keras.,Daging itu lembut.,0
Makan daging itu rasanya seperti menggigit kapas.,Daging itu alot dan keras.,Daging itu lembut.,1
"Mendengar kabar itu, perasaan Saiful layaknya ibu yang kehilangan anaknya.",Saiful merasa berduka. .,Saiful merasa gembira. .,0
"Mendengar kabar itu, perasaan Saiful layaknya seseorang yang menemukan harta terpendam.",Saiful merasa berduka. .,Saiful merasa gembira. .,1
Pak RT bekerja seperti kukang kurang tidur.,Pak RT bekerja malas-malasan dan lamban.,Pak RT bekerja bersemangat dan gesit.,0
Pak RT bekerja seperti robot dengan baterai penuh.,Pak RT bekerja malas-malasan dan lamban.,Pak RT bekerja bersemangat dan gesit.,1
Rumah itu sebesar lapangan bola.,Rumahnya luas.,Rumahnya sempit.,0
Rumah itu sebesar lubang tikus.,Rumahnya luas.,Rumahnya sempit.,1
Masjid di pinggiran kota itu megah bagai gubuk tua.,Masjid itu tidak megah.,Masjid itu sangat megah.,0
Masjid di pinggiran kota itu megah bagai istana raja.,Masjid itu tidak megah.,Masjid itu sangat megah.,1
"Setelah kecelakaan motor semalam, tangan Irvan serasa ditusuk pedang.",Luka bekas kecelakaan itu sangat menyakitkan.,Luka bekas kecelakaan itu tidak sakit.,0
"Setelah kecelakaan motor semalam, tangan Irvan serasa digigit semut.",Luka bekas kecelakaan itu sangat menyakitkan.,Luka bekas kecelakaan itu tidak sakit.,1
Teriakannya seakan suara petir yang menyambar.,Teriakannya keras dan lantang.,Teriakannya pelan.,0
Teriakannya seakan hembusan angin sepoi-sepoi.,Teriakannya keras dan lantang.,Teriakannya pelan.,1
Warna bajunya semerah api yang membara.,Bajunya merah cerah.,Bajunya tidak berwarna merah.,0
Warna bajunya semerah abu.,Bajunya merah cerah.,Bajunya tidak berwarna merah.,1
Giginya seputih kopi.,Giginya tidak putih.,Giginya putih.,0
Giginya seputih susu.,Giginya tidak putih.,Giginya putih.,1
Penonton konser band itu layaknya semut mengerumuni gula.,Konser tersebut ramai penonton.,Konser tersebut sepi penonton.,0
Penonton konser band itu layaknya peserta kuliah pagi.,Konser tersebut ramai penonton.,Konser tersebut sepi penonton.,1
Mahasiswa itu sibuk bak presiden.,Mahasiswa itu sangat sibuk.,Mahasiswa itu tidak sibuk.,0
Mahasiswa itu sibuk bak pengangguran.,Mahasiswa itu sangat sibuk.,Mahasiswa itu tidak sibuk.,1
Udara pagi ini rasanya seperti udara di Puncak.,Udaranya sejuk.,Udaranya panas.,0
Udara pagi ini rasanya seperti Jakarta di siang bolong.,Udaranya sejuk.,Udaranya panas.,1
"Mendengar penjelasan itu, ia seperti anak TK yang diajari persamaan trigonometri.",Ia tidak bisa memahami penjelasan yang diberikan.,Ia dengan mudah mengerti penjelasan yang diberikan.,0
"Mendengar penjelasan itu, ia seperti profesor yang diajari penjumlahan dasar.",Ia tidak bisa memahami penjelasan yang diberikan.,Ia dengan mudah mengerti penjelasan yang diberikan.,1
"Menurutnya, internet itu sama pentingnya dengan makan sehari-hari.","Baginya, internet itu kebutuhan primer.","Baginya, internet itu kebutuhan tersier.",0
"Menurutnya, internet itu sama pentingnya dengan makan di restoran berbintang.","Baginya, internet itu kebutuhan primer.","Baginya, internet itu kebutuhan tersier.",1
Omongannya sepedas cabai rawit.,Omongannya sangat pedas.,Omongannya tidak pedas.,0
Omongannya sepedas saus tomat.,Omongannya sangat pedas.,Omongannya tidak pedas.,1
Mencari orang jujur di Indonesia itu bagai mencari pasir di pantai.,"Di Indonesia, orang jujur mudah ditemui.","Di Indonesia, orang jujur jarang ditemui.",0
Mencari orang jujur di Indonesia itu bagai mencari berlian di dasar laut.,"Di Indonesia, orang jujur mudah ditemui.","Di Indonesia, orang jujur jarang ditemui.",1
Ia beraktifitas seakan ia masih muda.,Ia sangat aktif.,Ia tidak aktif.,0
Ia beraktifitas seakan ia sudah tua.,Ia sangat aktif.,Ia tidak aktif.,1
Ia mengemudi bagaikan sopir angkutan kota.,Ia mengemudi dengan ugal-ugalan.,Ia mengemudi dengan rapi dan tertib.,0
Ia mengemudi bagaikan sopir pribadi presiden.,Ia mengemudi dengan ugal-ugalan.,Ia mengemudi dengan rapi dan tertib.,1
Orang itu bermental tempe.,Orang itu memiliki mental yang lemah.,Orang itu memiliki mental yang kuat.,0
Orang itu bermental baja.,Orang itu memiliki mental yang lemah.,Orang itu memiliki mental yang kuat.,1
Badannya seperti Gatotkaca.,Badannya besar dan kuat.,Badannya kurus dan lemah.,0
Badannya seperti korek api.,Badannya besar dan kuat.,Badannya kurus dan lemah.,1
"Baginya, bekerja itu bagai menghirup udara pagi.",Bekerja membuatnya senang.,Bekerja membuatnya menderita.,0
"Baginya, bekerja itu bagai berjalan di bara api.",Bekerja membuatnya senang.,Bekerja membuatnya menderita.,1
Kuliah sastra adalah pertempuran di medan perang.,Kuliah sastra itu sangat sulit.,Kuliah sastra itu sangat mudah.,0
Kuliah sastra adalah perjalanan santai di taman.,Kuliah sastra itu sangat sulit.,Kuliah sastra itu sangat mudah.,1
Rizal menghabiskan uangnya seakan ia anak juragan properti di Jakarta.,Rizal hidup berfoya-foya dan mewah.,Rizal hidup irit.,0
Rizal menghabiskan uangnya seakan ia harus menebus pinjaman online.,Rizal hidup berfoya-foya dan mewah.,Rizal hidup irit.,1
Merakit komputer baru itu rasanya seperti menjinakkan bom. .,Merakit komputer baru itu sangat rumit.,Merakit komputer baru itu sangat mudah.,0
Merakit komputer baru itu rasanya seperti menyelesaikan puzzle untuk anak-anak. .,Merakit komputer baru itu sangat rumit.,Merakit komputer baru itu sangat mudah.,1
Berdiskusi dengan para pemimpin negeri ini bagaikan berdebat dengan tembok.,Berdiskusi dengan pemimpin negeri ini sia-sia belaka.,Berdiskusi dengan pemimpin negeri ini bermanfaat.,0
Berdiskusi dengan para pemimpin negeri ini bagaikan menyiram air pada tanaman.,Berdiskusi dengan pemimpin negeri ini sia-sia belaka.,Berdiskusi dengan pemimpin negeri ini bermanfaat.,1
Kerjasama dua perusahaan itu bagai lalat dan buah.,Kerjasama mereka merugikan salah satu pihak.,Kerjasama mereka saling menguntungkan.,0
Kerjasama dua perusahaan itu bagai lebah dan bunga.,Kerjasama mereka merugikan salah satu pihak.,Kerjasama mereka saling menguntungkan.,1
Penampilan dosen itu seperti sopir angkot.,Penampilannya berantakan.,Penampilannya rapi.,0
Penampilan dosen itu seperti sopir presiden.,Penampilannya berantakan.,Penampilannya rapi.,1
Andi menyukai sekolah seperti semut menyukai gula.,Andi suka sekolah.,Andi benci sekolah.,0
Andi menyukai sekolah seperti semut menyukai garam.,Andi suka sekolah.,Andi benci sekolah.,1
Anak itu berani seperti singa.,Ia pemberani.,Ia penakut.,0
Anak itu berani seperti anak kucing.,Ia pemberani.,Ia penakut.,1
Rumahnya seperti tidak pernah dibersihkan selama 100 hari.,Rumahnya sangat kotor.,Rumahnya sangat bersih.,0
Rumahnya seperti dibersihkan 100 kali sehari.,Rumahnya sangat kotor.,Rumahnya sangat bersih.,1
Pola pikirnya sedalam air kobokan.,Pikirannya dangkal.,Pikirannya dalam.,0
Pola pikirnya sedalam sumur.,Pikirannya dangkal.,Pikirannya dalam.,1
Jarak antar rumah dan sekolahnya serasa jarak dari kutub utara dan kutub selatan.,Sekolahnya jauh dari rumahnya.,Sekolahnya dekat dari rumahnya.,0
Jarak antar rumah dan sekolahnya serasa sejauh lencang tangan.,Sekolahnya jauh dari rumahnya.,Sekolahnya dekat dari rumahnya.,1
Seminar ini seakan dilaksanakan oleh anak SMA.,Seminarnya dilaksanakan secara amatiran.,Seminarnya dilaksanakan secara profesional.,0
Seminar ini seakan dilaksanakan oleh penyelenggara Piala Dunia.,Seminarnya dilaksanakan secara amatiran.,Seminarnya dilaksanakan secara profesional.,1
Seminar kali ini rasanya seperti pertemuan dengan presiden. .,Seminarnya sangat formal.,Seminarnya sangat informal.,0
Seminar kali ini rasanya seperti kumpul-kumpul di tongkrongan. .,Seminarnya sangat formal.,Seminarnya sangat informal.,1
Teknik pengobatan tersebut seefektif membasmi nyamuk dengan Baygon.,Teknik pengobatan itu efektif.,Teknik pengobatan itu tidak efektif.,0
Teknik pengobatan tersebut seefektif menangkap lalat dengan sumpit.,Teknik pengobatan itu efektif.,Teknik pengobatan itu tidak efektif.,1
Giginya setajam pisau bedah.,Giginya tajam.,Giginya tumpul.,0
Giginya setajam pisau plastik.,Giginya tajam.,Giginya tumpul.,1
Hidup di Jakarta itu semudah mengedipkan mata.,Hidup di Jakarta sangat mudah.,Hidup di Jakarta sangat sulit.,0
Hidup di Jakarta itu semudah menggendong gajah.,Hidup di Jakarta sangat mudah.,Hidup di Jakarta sangat sulit.,1
Gaya bicaranya seperti orator saat demo mahasiswa.,Bicaranya meyakinkan dan bersemangat.,Bicaranya tidak meyakinkan dan tidak bersemangat.,0
Gaya bicaranya seperti orang yang demam panggung.,Bicaranya meyakinkan dan bersemangat.,Bicaranya tidak meyakinkan dan tidak bersemangat.,1
Potongan bawangnya seperti butiran pasir.,Potongan bawangnya halus.,Potongan bawangnya kasar.,0
Potongan bawangnya seperti kerikil.,Potongan bawangnya halus.,Potongan bawangnya kasar.,1
Mengikuti instruksi pada buku tersebut seperti menelurusi labirin gelap.,Instruksi pada buku itu membingungkan.,Instruksi pada buku itu jelas.,0
Mengikuti instruksi pada buku tersebut seperti menelusuri Jakarta dengan GPS.,Instruksi pada buku itu membingungkan.,Instruksi pada buku itu jelas.,1
Kamarnya sekosong saldo mahasiswa di akhir bulan.,Kamarnya kosong.,Kamarnya penuh barang.,0
Kamarnya sekosong jadwal rapat direktur perusahaan.,Kamarnya kosong.,Kamarnya penuh barang.,1
Antusiasmenya seperti bocah yang menonton kartun di pagi hari.,Dia sangat bersemangat.,Dia tidak antusias.,0
Antusiasmenya seperti mahasiswa yang menghadiri kuliah pagi setelah begadang.,Dia sangat bersemangat.,Dia tidak antusias.,1
Pria itu membawa tas sebesar patung Pancoran.,tasnya besar.,tasnya kecil.,0
Pria itu membawa tas sebesar upil.,tasnya besar.,tasnya kecil.,1
Pemuda itu bertingkah seperti anjing rabies.,Pemuda itu tidak bisa diatur.,Pemuda itu mudah diatur.,0
Pemuda itu bertingkah seperti anjing polisi.,Pemuda itu tidak bisa diatur.,Pemuda itu mudah diatur.,1
Larinya seperti kuda.,larinya cepat.,larinya lambat.,0
Larinya seperti kura-kura.,larinya cepat.,larinya lambat.,1
Dia adalah tokoh masyarakat di desanya.,Dia adalah orang yang memiliki pengaruh di desanya.,Dia adalah orang yang tidak berguna di desanya.,0
Dia adalah sampah masyarakat di desanya.,Dia adalah orang yang memiliki pengaruh di desanya.,Dia adalah orang yang tidak berguna di desanya.,1
Candra selalu cari muka di hadapan teman-temannya.,Candra selalu melakukan sesuatu supaya mendapat pujian di hadapan teman-temannya.,Candra selalu  berpaling di hadapan teman-temannya.,0
Candra selalu buang muka di hadapan teman-temannya.,Candra selalu melakukan sesuatu supaya mendapat pujian di hadapan teman-temannya.,Candra selalu  berpaling di hadapan teman-temannya.,1
Kulitmu bagai sutera .,Kulitmu halus.,Kulitmu kasar.,0
Kulitmu bagai parutan kelapa .,Kulitmu halus.,Kulitmu kasar.,1
Jalanan ini seramai acara temu sapa dengan artis ternama.,Jalanan ini ramai.,Jalanan ini sepi.,0
Jalanan ini seramai hutan belantara.,Jalanan ini ramai.,Jalanan ini sepi.,1
"Zaman sekarang, mencari orang jujur bagai mencari jarum di tumpukan jerami.",Mencari orang jujur sulit.,Mencari orang jujur mudah.,0
"Zaman sekarang, mencari orang jujur bagai  mencari bunga di taman.",Mencari orang jujur sulit.,Mencari orang jujur mudah.,1
Badannya seperti gitar Spanyol.,Badannya seksi.,Badannya gemuk.,0
Badannya seperti drum minyak.,Badannya seksi.,Badannya gemuk.,1
Senyum ibuku seindah embun pagi.,Senyum ibuku menenangkan.,Senyum ibuku menakutkan.,0
Senyum ibuku seindah senyum joker.,Senyum ibuku menenangkan.,Senyum ibuku menakutkan.,1
Suhu badannya seperti api.,Suhu badannya Panas.,Suhu badannya dingin.,0
Suhu badannya seperti es.,Suhu badannya Panas.,Suhu badannya dingin.,1
Kakak membeli baju baru seharga tahu.,Kakak membeli baju baru yang murah.,Kakak membeli baju baru yang mahal.,0
Kakak membeli baju baru seharga iPhone.,Kakak membeli baju baru yang murah.,Kakak membeli baju baru yang mahal.,1
Tempat tinggalku seperti gubuk.,Tempat tinggalku kecil.,Tempat tinggalku besar.,0
Tempat tinggalku seperti istana.,Tempat tinggalku kecil.,Tempat tinggalku besar.,1
"Sewaktu kecil, rambut Fani seperti Dora.","Sewaktu kecil, rambut Fani pendek.","Sewaktu kecil, rambut Fani panjang.",0
"Sewaktu kecil, rambut Fani seperti Rapunzel.","Sewaktu kecil, rambut Fani pendek.","Sewaktu kecil, rambut Fani panjang.",1
"Baginya, menjalani kehidupan rumah tangga seperti berjalan diatas serpihan kaca.","Baginya, menjalani kehidupan rumah tangga menyakitkan.","Baginya, menjalani kehidupan rumah tangga menyenangkan.",0
"Baginya, menjalani kehidupan rumah tangga seperti berjalan di taman bunga.","Baginya, menjalani kehidupan rumah tangga menyakitkan.","Baginya, menjalani kehidupan rumah tangga menyenangkan.",1
Suaranya seperti buluh perindu.,Suaranya merdu dan bagus.,Suaranya jelek.,0
Suaranya seperti kaset kusut.,Suaranya merdu dan bagus.,Suaranya jelek.,1
Kulit bayi itu seperti porselen.,Kulit bayi itu putih.,Kulit bayi itu hitam.,0
Kulit bayi itu seperti arang.,Kulit bayi itu putih.,Kulit bayi itu hitam.,1
Adikku seperti burung beo.,Adikku cerewet.,Adikku pendiam.,0
Adikku seperti siput.,Adikku cerewet.,Adikku pendiam.,1
Anton bekerja seperti kerbau yang membajak sawah.,Anton rajin bekerja.,Anton malas bekerja.,0
Anton bekerja seperti  beruang di musim dingin.,Anton rajin bekerja.,Anton malas bekerja.,1
Kakak beradik itu seperti kucing dan tikus.,Kakak beradik itu suka bertengkar.,Kakak beradik itu rukun.,0
Kakak beradik itu seperti kerbau dan burung bangau.,Kakak beradik itu suka bertengkar.,Kakak beradik itu rukun.,1
Dinda memiliki tubuh seperti lidi.,Tubuh Dinda Ramping dan kurus.,Tubuh Dinda  bulat dan gemuk.,0
Dinda memiliki tubuh seperti bola basket.,Tubuh Dinda Ramping dan kurus.,Tubuh Dinda  bulat dan gemuk.,1
Peserta debat itu memiliki pendirian seperti tembok yang kokoh.,Peserta debat itu memiliki pendirian yang teguh.,Peserta debat itu memiliki pendirian yang plin-plan.,0
Peserta debat itu memiliki pendirian seperti baling-baling bambu.,Peserta debat itu memiliki pendirian yang teguh.,Peserta debat itu memiliki pendirian yang plin-plan.,1
Biasanya akhir tahun harga bahan pokok melambung tinggi.,Biasanya akhir tahun harga bahan pokok Mahal.,Biasanya akhir tahun harga bahan pokok murah.,0
Biasanya akhir tahun harga bahan pokok banting harga.,Biasanya akhir tahun harga bahan pokok Mahal.,Biasanya akhir tahun harga bahan pokok murah.,1
Dia adalah orang yang sering naik darah.,Dia adalah orang yang suka marah.,Dia adalah orang sabar.,0
Dia adalah orang yang lapang dada.,Dia adalah orang yang suka marah.,Dia adalah orang sabar.,1
Tono membuka usaha dengan modal dengkul.,Tono membuka usaha dengan modal sedikit.,Tono membuka usaha dengan modal banyak.,0
Tono membuka usaha dengan modal sebakul.,Tono membuka usaha dengan modal sedikit.,Tono membuka usaha dengan modal banyak.,1
Tetangga baru gayanya setinggi langit.,Tetangga baru banyak gaya.,"Tetangga baru  mati gaya, norak, kampungan.",0
Tetangga baru gayanya setinggi sandal jepit.,Tetangga baru banyak gaya.,"Tetangga baru  mati gaya, norak, kampungan.",1
"Semenjak kamu pergi, hidupku bagai makan buah di surga.","Semenjak kamu pergi, hidupku menyenangkan.","Semenjak kamu pergi, hidupku menyedihkan, menderita.",0
"Semenjak kamu pergi, hidupku bagai menginjak bara api di neraka.","Semenjak kamu pergi, hidupku menyenangkan.","Semenjak kamu pergi, hidupku menyedihkan, menderita.",1
Tingkahnya seperti badut yang membuat orang tertawa.,Tingkahnya lucu.,Tingkahnya menyebalkan.,0
Tingkahnya seperti tokoh antagonis dalam cerita.,Tingkahnya lucu.,Tingkahnya menyebalkan.,1
Rumahnya seperti kapal pecah.,"Rumahnya Kotor, berantakan.","Rumahnya bersih, rapi.",0
Rumahnya seperti istana raja.,"Rumahnya Kotor, berantakan.","Rumahnya bersih, rapi.",1
Ucapanmu bagai bunga teratai.,Ucapanmu baik.,Ucapanmu buruk.,0
Ucapanmu bagai bisa ular.,Ucapanmu baik.,Ucapanmu buruk.,1
Kisah cinta Rani dan Rino seperti keyboard dan mouse.,Kisah cinta Rani dan Rino bersatu.,Kisah cinta Rani dan Rino berpisah.,0
Kisah cinta Rani dan Rino seperti minyak dan air.,Kisah cinta Rani dan Rino bersatu.,Kisah cinta Rani dan Rino berpisah.,1
Dahinya seperti lapangan sepak bola.,Dahinya lebar.,Dahinya sempit.,0
Dahinya seperti daun kelor.,Dahinya lebar.,Dahinya sempit.,1
"Jika bertemu kekasihnya, wajahnya seperti bunga yang baru mekar di taman.","Jika bertemu kekasihnya, wajahnya senang.","Jika bertemu kekasihnya, wajahnya sedih.",0
"Jika bertemu kekasihnya, wajahnya seperti malam yang mendung tanpa bintang.","Jika bertemu kekasihnya, wajahnya senang.","Jika bertemu kekasihnya, wajahnya sedih.",1
Tubuhnya seperti Kurcaci.,"Tubuhnya pendek, kecil.",Tubuhnya tinggi.,0
Tubuhnya seperti tiang yang tinggi menjulang.,"Tubuhnya pendek, kecil.",Tubuhnya tinggi.,1
Guru Matematika di kelasku seperti monster.,Guru Matematika di kelasku galak.,Guru Matematika di kelasku baik.,0
Guru Matematika di kelasku seperti malaikat.,Guru Matematika di kelasku galak.,Guru Matematika di kelasku baik.,1
Anton memperlakukan ibunya seperti kisah dongeng Malin Kundang.,Anton memperlakukan ibunya dengan buruk.,Anton memperlakukan ibunya dengan baik.,0
Anton memperlakukan ibunya seperti  seorang ratu.,Anton memperlakukan ibunya dengan buruk.,Anton memperlakukan ibunya dengan baik.,1
Perasaan Sinta terhadap suaminya bagai kayu yang dimakan rayap.,Perasaan Sinta terhadap suaminya rapuh.,Perasaan Sinta terhadap suaminya kuat.,0
Perasaan Sinta terhadap suaminya bagai rantai kapal yang kuat.,Perasaan Sinta terhadap suaminya rapuh.,Perasaan Sinta terhadap suaminya kuat.,1
Dia adalah anak juragan tanah.,Dia adalah anak orang kaya.,Dia adalah anak orang miskin.,0
Dia adalah anak pengemis di lampu merah.,Dia adalah anak orang kaya.,Dia adalah anak orang miskin.,1
Jarak rumahku dengan pasar seperti urat dan nadi.,Jarak rumahku dengan pasar dekat.,Jarak rumahku dengan pasar jauh.,0
Jarak rumahku dengan pasar seperti langit dan bumi.,Jarak rumahku dengan pasar dekat.,Jarak rumahku dengan pasar jauh.,1
Rinduku padamu bagai air di samudra.,Rinduku padamu banyak.,Rinduku padamu sedikit.,0
Rinduku padamu bagai air di timba.,Rinduku padamu banyak.,Rinduku padamu sedikit.,1
"Di kelas, Wildan adalah anak yang dijuluki bintang kelas.","Di kelas, Wildan adalah anak yang pintar.","Di kelas, Wildan adalah anak yang bodoh.",0
"Di kelas, Wildan adalah anak yang dijuluki otak udang.","Di kelas, Wildan adalah anak yang pintar.","Di kelas, Wildan adalah anak yang bodoh.",1
Aroma mulutnya seharum bunga melati.,Mulutnya harum.,Mulutnya bau.,0
Aroma mulutnya seharum bunga bangkai.,Mulutnya harum.,Mulutnya bau.,1
Alis kakak seperti semut beriring.,Alis kakak tipis.,Alis kakak tebal.,0
Alis kakak seperti Shin-chan.,Alis kakak tipis.,Alis kakak tebal.,1
Pedagang itu bagai terjatuh kemudian tertimpa tangga.,Pedagang itu rugi.,Pedagang itu untung.,0
Pedagang itu bagai mendapat durian runtuh.,Pedagang itu rugi.,Pedagang itu untung.,1
Hidupku bagai burung dalam sangkar.,Hidupku terkungkung.,Hidupku bebas.,0
Hidupku bagai burung yang terbang di angkasa.,Hidupku terkungkung.,Hidupku bebas.,1
Kecepatan lari atlet maraton asal Indonesia seperti citah yang memburu mangsa.,Kecepatan lari atlet maraton asal Indonesia cepat.,Kecepatan lari atlet maraton asal Indonesia lambat.,0
Kecepatan lari atlet maraton asal Indonesia seperti siput yang kelaparan.,Kecepatan lari atlet maraton asal Indonesia cepat.,Kecepatan lari atlet maraton asal Indonesia lambat.,1
Kasur ini bagai beton.,Kasur ini keras.,Kasur ini empuk.,0
Kasur ini bagai bolu.,Kasur ini keras.,Kasur ini empuk.,1
Matanya seperti daun bambu.,Matanya sipit.,Matanya bulat.,0
Matanya seperti bola pingpong.,Matanya sipit.,Matanya bulat.,1
Mentalnya sekuat baja.,Mentalnya kuat.,Mentalnya lemah.,0
Mentalnya sekuat kerupuk.,Mentalnya kuat.,Mentalnya lemah.,1
"Berada di dekatmu, hatiku bagai ombak dalam lautan.","Berada di dekatmu, hatiku gelisah.","Berada di dekatmu, hatiku tenang.",0
"Berada di dekatmu, hatiku bagai bayi dalam dekapan ibu.","Berada di dekatmu, hatiku gelisah.","Berada di dekatmu, hatiku tenang.",1
Tubuhnya seperti tembok beton.,Tubuhnya kuat.,Tubuhnya lemah.,0
