ending1,ending2,labels,startphrase,valid,category,obj,vis,soc,cul
Pernikahan mah aya nu awét,Pernikahan mah aya nu teu awét.,0,Pernikahan mah ti jaman baheula gé asaan pasti aya anu siga mayit dibéré formalin,1,obj,1,0,0,0
Pernikahan mah aya nu awét,Pernikahan mah aya nu teu awét.,1,Pernikahan mah ti jaman baheula gé asaan pasti aya anu siga batré hp urut batur.,1,obj,1,0,0,0
Tulisan manéh keur di sakola mah goreng,Tulisan manéh keur di sakola mah alus.,0,Tulisan manéh keur di sakola mah siga cékér hayam,1,cul,0,0,0,1
Tulisan manéh keur di sakola mah goreng,Tulisan manéh keur di sakola mah alus.,1,Tulisan manéh keur di sakola mah siga huruf anu aya di komputer.,1,obj,1,0,0,0
Umur manusa panjang,Umur manusa pondok.,0,Umur manusa mah siga buukna jenglot,1,cul,0,0,0,1
Umur manusa panjang,Umur manusa pondok.,1,Umur manusa mah siga tangkal togé.,1,vis,0,1,0,0
Pikiran babaturan kotor,Pikiran babaturan beresih.,0,Pikiran babaturan urang mah kawas nu geus ulin di lumpur,1,obj,1,0,0,0
Pikiran babaturan kotor,Pikiran babaturan beresih.,1,Pikiran babaturan urang mah kawas nu karek beres mandi.,1,obj,1,0,0,0
Ngejar kareta mah engal-engal,Ngejar kareta mah santai.,0,Ngejar kareta api di stasiun mah siga diudag anjing édan,1,soc,0,0,1,0
Ngejar kareta mah engal-engal,Ngejar kareta mah santai.,1,Ngejar kareta api di stasiun mah siga nu eweh gaweaneun.,1,soc,0,0,1,0
Buukna teh kasar,Buukna teh alus.,0,Buukna dirumbay siga sapu ijuk,1,obj,1,0,0,0
Buukna teh kasar,Buukna teh alus.,1,Buukna dirumbay siga sutra nu mahal.,1,obj,1,0,0,0
Kasuksésan datang ka kahirupan teh lami,Kasuksésan datang ka kahirupan teh gancang.,0,Ngadagoan kasuksésan datang ka kahirupan mah ibarat ngadagoan tangkal jati tumuwuh nepi ka badag,1,soc,0,0,1,0
Kasuksésan datang ka kahirupan teh lami,Kasuksésan datang ka kahirupan teh gancang.,1,Ngadagoan kasuksésan datang ka kahirupan mah ibarat ngadagoan mi instan asak.,1,soc,0,0,1,0
Pangalaman hirup bisa ngajadikeun aambekan,Pangalaman hirup bisa ngajadikeun sabar.,0,Pangalaman hirup bisa ngajadikeun sipat manusa kawas sumbu nu gampang kaduruk,1,obj,1,0,0,0
Pangalaman hirup bisa ngajadikeun aambekan,Pangalaman hirup bisa ngajadikeun sabar.,1,Pangalaman hirup bisa ngajadikeun sipat manusa kawas maung keur nungguan mangsa ti kajauhan.,1,obj,1,0,0,0
Bogor keur lebaran mah jempling,Bogor keur lebaran mah réa.,0,Upami keur lebaran di Bogor mah suasanana kos astana anyar,1,cul,0,0,0,1
Bogor keur lebaran mah jempling,Bogor keur lebaran mah réa.,1,Upami keur lebaran di Bogor mah suasanana kos ulin ka pasar peuting.,1,cul,0,0,0,1
Mental manusa teh rapuh,Mental manusa teh kuat.,0,Méntal manusa siga tembok imah baheula nu gampang muruhpuy,1,obj,1,0,0,0
Mental manusa teh rapuh,Mental manusa teh kuat.,1,Méntal manusa siga inten nu teu gampang peupeus.,1,obj,1,0,0,0
Duit bisa ngarobah jalma jadi sarakah,Duit bisa ngarobah jalma jadi bersukur.,0,Duit bisa ngarobah jalma kawas Qarun anu dikubur ku hartana sorangan,1,soc,0,0,1,0
Duit bisa ngarobah jalma jadi sarakah,Duit bisa ngarobah jalma jadi bersukur.,1,Duit bisa ngarobah jalma kawas dermawan sanajan manéhna kakurangan.,1,soc,0,0,1,0
Nasib jalma bisa béda-béda aya nu mujur,Nasib jalma bisa béda-béda aya nu sial.,0,Nasib jalma bisa béda-béda ibaratna mah meunang jackpot sapeuting jeput,1,soc,0,0,1,0
Nasib jalma bisa béda-béda aya nu mujur,Nasib jalma bisa béda-béda aya nu sial.,1,Nasib jalma bisa béda-béda ibaratna mah aya tai cakcak ragrag kana tarang.,1,soc,0,0,1,0
Ngabuka usaha anyar keur pandémik risikona gede,Ngabuka usaha anyar keur pandémik teu aya risiko.,0,Ngabuka usaha anyar keur pandémik sapertos balayar dina badai,1,soc,0,0,1,0
Ngabuka usaha anyar keur pandémik risikona gede,Ngabuka usaha anyar keur pandémik teu aya risiko.,1,Ngabuka usaha anyar keur pandémik sapertos naék gunung anu teu lungkawing.,1,soc,0,0,1,0
Seueur pangaweruh bisa ngajadikeun manusa pinter,Seueur pangaweruh bisa ngajadikeun manusa bodo.,0,Seueur teuing pangaweruh bisa ngajadikeun manusa sapertos kantong semar keur ngajuju mangsana,1,cul,0,0,0,1
Seueur pangaweruh bisa ngajadikeun manusa pinter,Seueur pangaweruh bisa ngajadikeun manusa bodo.,1,Seueur teuing pangaweruh bisa ngajadikeun manusa sapertos ngojay di balong nu pinuh ku piranha.,1,cul,0,0,0,1
Nu kaambu dina angkutan umum bau,Nu kaambu dina angkutan umum seungit.,0,Nu kaambu dina angkutan umum sapertos sangu nu geus leueur,1,obj,1,0,0,0
Nu kaambu dina angkutan umum bau,Nu kaambu dina angkutan umum seungit.,1,Nu kaambu dina angkutan umum sapertos keur aya di toko minyak seungit.,1,obj,1,0,0,0
Balik sareng mantan mah seru,Balik sareng mantan mah bosen.,0,Balik deui sareng mantan sapertos ningali final badminton,1,soc,0,0,1,0
Balik sareng mantan mah seru,Balik sareng mantan mah bosen.,1,Balik deui sareng mantan sapertos nganggo baju anu sami dina unggal dinten.,1,soc,0,0,1,0
Hubungan jarak jauh pinuh ku rintangan,Hubungan jarak jauh teu aya rintanganana.,0,Hubungan jarak jauh ibarat arung jeram di sungai,1,soc,0,0,1,0
Hubungan jarak jauh pinuh ku rintangan,Hubungan jarak jauh teu aya rintanganana.,1,Hubungan jarak jauh ibarat numpakan kano di talaga.,1,soc,0,0,1,0
Panghina nyieun leuwih getol,Panghina nyieun nelangsa.,0,Panghina ti batur mah siga kusir keur mecut kuda,1,soc,0,0,1,0
Panghina nyieun leuwih getol,Panghina nyieun nelangsa.,1,Panghina ti batur mah siga racun sianida dina kadaharan.,1,soc,0,0,1,0
