ending1 (string),ending2 (string),labels,startphrase (string),valid,category,obj,vis,soc,cul
Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,0,Maneno yake yalitosha kujaza bahari,1,vis,0,1,0,0
Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,1,Maneno yake hayakuchukua hata sekunde,1,vis,0,1,0,0
Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,0,Babu yangu alikua ni mtu wa miraba minne,1,obj,1,0,0,0
Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,1,Babu yangu alikua kama punje ya haradali,1,obj,1,0,0,0
Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,0,Wao hupenda kuweka mambo yao gizani,1,vis,0,1,0,0
Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,1,Wanapenda kumwaga mchele kwenye kuku wengi,1,vis,0,1,0,0
Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,0,Mchumia juani hulia kivulini,1,cul,0,0,0,1
Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,1,Mchumia juani hulia juani,1,cul,0,0,0,1
Maisha yake yote amekua akipata maumivu sana,Maisha yake yote hajawahi pata maumivu,0,Maisha yake yote ni kama miiba.,1,obj,1,0,0,0
Maisha yake yote amekua akipata maumivu sana,Maisha yake yote hajawahi pata maumivu,1,Maisha yake yote ni kama mkate na chai.,1,obj,1,0,0,0
Muda uliobaki sio mwingi/ Muda hautakusubiria,Muda uliobaki ni mwingi/ Muda utakusubiria,0,Muda sio rafiki.,1,cul,0,0,0,1
Muda uliobaki sio mwingi/ Muda hautakusubiria,Muda uliobaki ni mwingi/ Muda utakusubiria,1,Muda ni rafiki.,1,cul,0,0,0,1
Harusi yao ilikua ya kifani,Harusi yao ilipooza,0,Harusi yao ilipamba moto,1,vis,0,1,0,0
Harusi yao ilikua ya kifani,Harusi yao ilipooza,1,Harusi yao ilikua kama msiba,1,vis,0,1,0,0
Alijutia maneno yake,Hakujutia maneno yake,0,Maneno yake yalimtokea puani,1,cul,0,0,0,1
Alijutia maneno yake,Hakujutia maneno yake,1,,1,cul,0,0,0,1
Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha,Nilienda kumdai fedha zangu na akanilipa,0,Nilienda kumdai fedha zangu lakini bado aliendelea kuniletea siasa,1,soc,0,0,1,0
Nilienda kumdai fedha zangu lakini bado aliendelea kunizungusha,Nilienda kumdai fedha zangu na akanilipa,1,Nilienda kumdai fedha zangu na hakunilitea siasa,1,soc,0,0,1,0
Utapata kulingana na juhudi unazoweka,Hautapata kulingana na juhudi unazoweka,0,Utavuna ulichopanda,1,cul,0,0,0,1
Utapata kulingana na juhudi unazoweka,Hautapata kulingana na juhudi unazoweka,1,Unaweza panda nazi ukavuna koroma,1,cul,0,0,0,1
Neno la Mungu linatosha kukuongoza vyema,Neno la Mungu halitoshi kukuongoza,0,Neno la Mungu ni nuru tosha,1,vis,0,1,0,0
Neno la Mungu linatosha kukuongoza vyema,Neno la Mungu halitoshi kukuongoza,1,Neno la Mungu ni gari bila mafuta,1,vis,0,1,0,0
Mvua ilinyesha kwa wingi,Mvua haikunyesha kwa wingi,0,Mvua ilimiminika kwa fujo,1,vis,0,1,0,0
Mvua ilinyesha kwa wingi,Mvua haikunyesha kwa wingi,1,Mvua ilikonyeza tu,1,vis,0,1,0,0
Ujana una changamoto nyingi,Ujana hauna changamoto nyingi,0,Ujana maji ya moto,1,obj,1,0,0,0
Ujana una changamoto nyingi,Ujana hauna changamoto nyingi,1,Ujana ni kama maji,1,obj,1,0,0,0
Aliiumia sana baada ya kujulishwa kuhusu kifo cha mama yake,Hakuumia sana baada ya kujulishwa kuhusu kifo cha mama yake,0,Alitokwa na machozi ya damu baada ya kujulishwa kuhusu kifo cha mama yake,1,vis,0,1,0,0
Aliiumia sana baada ya kujulishwa kuhusu kifo cha mama yake,Hakuumia sana baada ya kujulishwa kuhusu kifo cha mama yake,1,Habari za kifo cha mama yake zilikua kama wimbo wa gitaa kwake,1,vis,0,1,0,0
Afanyayo msanii hutokana na jamii inayomzunguka,Afanyayo msanii hayatokani na jamii inayomzunguka,0,Msanii ni kioo cha jamii,1,cul,0,0,0,1
Afanyayo msanii hutokana na jamii inayomzunguka,Afanyayo msanii hayatokani na jamii inayomzunguka,1,Msanii ni kioo cha chumbani kwake,1,cul,0,0,0,1
George Foreman alikua na ngumi nzito mno,George Foreman hakua na ngumi nzito,0,George Foreman alikua na ngumi ya chuma,1,obj,1,0,0,0
George Foreman alikua na ngumi nzito mno,George Foreman hakua na ngumi nzito,1,George Foreman alikua na ngumi ya kike,1,obj,1,0,0,0
Alionekana yupo tofauti na wengine,Alionekana yupo sawa na wengine,0,Alionekana yupo tofauti na wengine kama kuku mgeni,1,obj,1,0,0,0
Alionekana yupo tofauti na wengine,Alionekana yupo sawa na wengine,1,Alionekana yupo sawa na wengine kama pundamilia.,1,obj,1,0,0,0
Upepo ulipita ukitoa sauti kubwa,Hakuusikia upepo wakati unapita,0,Upepo ulipita ukimnong’oneza,1,vis,0,1,0,0
Aliusikia upepo wakati unapita,Upepo ulipita ukitoa sauti kubwa,1,Upepo ulipita ukifoka,1,vis,0,1,0,0
Mama yao ana maneno mabaya,Mama yao ana maneno mazuri,0,Mama yao ana mdomo mchafu sana,1,cul,0,0,0,1
Mama yao ana maneno mabaya,Mama yao ana maneno mazuri,1,Mama yao ana maneno mazuri kama biblia,1,cul,0,0,0,1
Usipende kutokua na msimamo,Usipende kua na msimamo,0,Usipende kua vuguvugu,1,cul,0,0,0,1
Usipende kutokua na msimamo,Usipende kua na msimamo,1,Penda kua vuguvugu,1,cul,0,0,0,1
Aliahidi kuwa atachangia halafu hakuchanga,Aliahidi kuwa atachangia na akachanga,0,Aliahidi kuwa atachangia kisha akaingia mitini.,1,obj,1,0,0,0
Aliahidi kuwa atachangia halafu hakuchanga,Aliahidi kuwa atachangia na akachanga,1,Aliahidi kuwa atachangia na akawa mzungu,1,obj,1,0,0,0
Anajua kutunza siri,Yeye hawezi kutunza siri,0,Yule hana kifua.,1,obj,1,0,0,0
Anajua kutunza siri,Yeye hawezi kutunza siri,1,Yeye ana kifua.,1,obj,1,0,0,0
Hana nywele,Ana nywele nyingi,0,Ana upara kama jagwa la Sahara,1,obj,1,0,0,0
Hana nywele,Ana nywele nyingi,1,Nywele zake nyingi kama nyasi za uwanja wa mpira.,1,obj,1,0,0,0
Kukopa ni raha sana,Kulipa ni tabu sana,0,Kukopa ni harusi,1,cul,0,0,0,1
Kukopa ni raha sana,Kulipa ni tabu sana,1,Kulipa ni matanga,1,cul,0,0,0,1
Kijana ana roho mbaya,Kijana ana roho nzuri,0,Yule ana damu nyeusi,1,vis,0,1,0,0
Kijana ana roho mbaya,Kijana ana roho nzuri,1,Kijana ana roho nzuri kama mwalimu.,1,vis,0,1,0,0
Ali ni mjanja sana,Ali ni mpole sana.,0,Ali ni sungura,1,obj,1,0,0,0
Ali ni mjanja sana,Ali ni mpole sana.,1,Ali mpole kama kondoo.,1,obj,1,0,0,0
Binadamu hawatabiriki,Binadamu wanatabirika,0,Binadamu ni kama kinyonga,1,obj,1,0,0,0
Binadamu hawatabiriki,Binadamu wanatabirika,1,Binadamu wanatabirika kama macho ya mwizi.,1,obj,1,0,0,0
Yeye anafanya shughuli nyingi,Yeye anafanya shughuli chache,0,Anafanya kazi kama nyuki,1,obj,1,0,0,0
Yeye anafanya shughuli nyingi,Yeye anafanya shughuli chache,1,Anafanya kazi kama jongoo,1,obj,1,0,0,0
Taa ina mwanga mkali sana,Taa haitoi mwanga kabisa,0,Taa inatoa mwanga kama moto mkubwa  usiku wa manane,1,vis,0,1,0,0
Taa ina mwanga mkali sana,Taa haitoi mwanga kabisa,1,Taa inatoa mwanga kama tobo kubwa jeusi katikati ya vakyumu.,1,vis,0,1,0,0
Sauti ilikuwa kubwa,Sauti ilikuwa kimya,0,Suti ilikua kubwa kama bomu la Nyuklia,1,obj,1,0,0,0
Sauti ilikuwa kubwa,Sauti ilikuwa kimya,1,Sauti ilikua ndogo kama wimbo wa taratibu.,1,obj,1,0,0,0
Silaha ilikuwa ngumu,Silaha ilikuwa dhaifu,0,Silaha ilikua ngumu kama chuma,1,obj,1,0,0,0
Silaha ilikuwa ngumu,Silaha ilikuwa dhaifu,1,Silaha ilikua dhaifu kama plastiki.,1,obj,1,0,0,0
Anatunza vizuri mdoli wake,Hatunzi vizuri mdoli wake,0,Mdoli unatunzwa vizuri kama mtoto,1,obj,1,0,0,0
Anatunza vizuri mdoli wake,Hatunzi vizuri mdoli wake,1,Mdoli unatunzwa vibaya kama takataka,1,obj,1,0,0,0
Ilipasuka katika vipande vipande vingi,Ilipasuka katika vipande viwili tu,0,Kioo kilipasuka na kuonekena kama utandu wa buibui,1,obj,1,0,0,0
Ilipasuka katika vipande vipande vingi,Ilipasuka katika vipande viwili tu,1,Sahani ilipasuka na kuonekena kama nusu mwezi wa angani,1,obj,1,0,0,0
Yeye  anavutia,Yeye ni mbaya na havutii,0,Yeye anavutia kama mungu wa kigiriki,1,obj,1,0,0,0
Yeye  anavutia,Yeye ni mbaya na havutii,1,Yeye anaonekana kama jokeri,1,obj,1,0,0,0
Filamu imebeba maana kubwa sana,Filamu imebeba maudhui madogo sana.,0,Filamu hii ina kina cha ziwa Tanganyika,1,vis,0,1,0,0
Filamu imebeba maana kubwa sana,Filamu imebeba maudhui madogo sana.,1,Filamu hii ina kina cha dimbwi.,1,vis,0,1,0,0
Chumba kina nafasi kubwa iliyobaki,Chumba kina nafasi ndogo iliyobaki,0,Chumba kina nafasi kubwa kama shamba,1,obj,1,0,0,0
Chumba kina nafasi kubwa iliyobaki,Chumba kina nafasi ndogo iliyobaki,1,Chumba kina nafasi ndogo iliyobaki kama jiji.,1,obj,1,0,0,0
Pombe ilimfanya ajisikie vibaya,Pombe ilimfurahisha sana,0,Pombe ilimfanya ajisikie kama kifo,1,soc,0,0,1,0
Pombe ilimfanya ajisikie vibaya,Pombe ilimfurahisha sana,1,Pombe ilimfanya ajisikie kama amelamba asali,1,soc,0,0,1,0
Muziki ulisikika ulikua laini na mzuri.,Muziki uliosikika ulikua mbaya.,0,Muziki ulikua mzuri na laini kama Unyoya.,1,obj,1,0,0,0
Muziki ulisikika ulikua laini na mzuri.,Muziki uliosikika ulikua mbaya.,1,Muziki ulikua mbaya na mgumu kama mkate wa juzi.,1,obj,1,0,0,0
Kutengeneza pesa kulimfanya aishi,Kutengeneza pesa kulimuua taratibu,0,"Kwake, Kutengeneza pesa ilikuwa kama Oksijeni",1,vis,0,1,0,0
Kutengeneza pesa kulimfanya aishi,Kutengeneza pesa kulimuua taratibu,1,"Kwake, Kutengeneza pesa ilikua kama kujipiga kitanzi.",1,vis,0,1,0,0
Kijana alikua kimya sana,Kijana alikua na kelele sana,0,Kijana alikua kimya kama mtoto mdogo,1,obj,1,0,0,0
Kijana alikua kimya sana,Kijana alikua na kelele sana,1,Kijana alipiga kelele kama garimoshi,1,obj,1,0,0,0
Pesa ni nzuri,pesa ni mbaya,0,Pesa ni sabuni ya roho.,1,soc,0,0,1,0
Pesa ni nzuri,pesa ni mbaya,1,Pesa ni muuaji.,1,soc,0,0,1,0
Inanukia vizuri,Inanukia Vibaya,0,Inanukia vizuri kama juisi ya embe lililotoka mtini,1,obj,1,0,0,0
Inanukia vizuri,Inanukia Vibaya,1,Inanukia vibaya kama tairi linaloungua,1,obj,1,0,0,0
Alikuwa tajiri,Alikuwa masikini,0,Alikuwa na utajiri wa mfalme suleiman,1,obj,1,0,0,0
Alikuwa tajiri,Alikuwa masikini,1,Alikuwa na utajiri wa Kibarua,1,obj,1,0,0,0
Kuna baridi sana,Kuna joto sana,0,Kuna baridi kali kama vile tumetupwa Antaktika,1,soc,0,0,1,0
Kuna baridi sana,Kuna joto sana,1,Hali ya hewa ni kama vile tumemwagiwa Lava,1,soc,0,0,1,0
Kiuno chake ni chembamba,Kiuno chake ni kipana,0,Kiuno chake kina upana wa kijiti,1,obj,1,0,0,0
Kiuno chake ni chembamba,Kiuno chake ni kipana,1,Kiuno chake kina upana wa mbuyu.,1,obj,1,0,0,0
Mrukaji aliruka juu sana,Mrukaji hakuruka juu sana,0,Aliruka juu kama Panzi,1,obj,1,0,0,0
Mrukaji aliruka juu sana,Mrukaji hakuruka juu sana,1,Aliruka juu kama kobe,1,obj,1,0,0,0
Filamu ilikuwa inatisha,Filamu ilikuwa haitishi,0,Filamu ilikuwa inatisha kama kinyago.,1,obj,1,0,0,0
Filamu ilikuwa inatisha,Filamu ilikuwa haitishi,1,Filamu ilikuwa inatisha kama mdoli mzuri.,1,obj,1,0,0,0
Tatizo lilikuwa dogo,Tatizo lilikuwa kubwa,0,Tatizo lilikuwa dogo kama panya,1,obj,1,0,0,0
Tatizo lilikuwa dogo,Tatizo lilikuwa kubwa,1,Tatizo lilikuwa kubwa kama tembo,1,obj,1,0,0,0
Kazi ilikuwa rahisi sana,Kazi ilikuwa ngumu,0,kazi ilikuwa rahisi kama kumsukuma mlevi.,1,vis,0,1,0,0
Kazi ilikuwa rahisi sana,Kazi ilikuwa ngumu,1,Kazi ilikuwa ngumu kama kusukuma ukuta,1,vis,0,1,0,0
Haiwezekani kuwa na amani,Inawezekana kuwa na amani,0,Amani ni kama mwanadamu kupaa,1,vis,0,1,0,0
Haiwezekani kuwa na amani,Inawezekana kuwa na amani,1,Amani ni kama mwanadanu kutembea,1,vis,0,1,0,0
Aliibeba kwa uangalifu na kujivunia,Aliibeba kwa kinyaa na tahadhari,0,Aliibeba kama mama aliyembeba mtoto wake,1,soc,0,0,1,0
Aliibeba kwa uangalifu na kujivunia,Aliibeba kwa kinyaa na tahadhari,1,Aliibeba kama kinyesi,1,soc,0,0,1,0
Nina njaa kali,Sina njaa,0,Nina njaa kali kama Simba,1,obj,1,0,0,0
Nina njaa kali,Sina njaa,1,Sina njaa kama Chatu aliyemeza windo lake.,1,obj,1,0,0,0
Matarajio yao hayakutimia,Matarajio yao yalitimia,0,Matarajio yao yaliyeyuka kama barafu.,1,obj,1,0,0,0
Matarajio yao hayakutimia,Matarajio yao yalitimia,1,Matarajio yao yalipitiliza kama saa ya mshale.,1,obj,1,0,0,0
Alikuwa na uhakika na mawazo yake,Alikuwa hana uhakika na mawazo yake,0,Mawazo yake yalikuwa imara kama Zege,1,obj,1,0,0,0
Alikuwa na uhakika na mawazo yake,Alikuwa hana uhakika na mawazo yake,1,Mawazo yakeyalikuwa dhaifu kama glasi.,1,obj,1,0,0,0
Maisha yake hayana mwelekeo,Maisha yake yana mwelekeo,0,Maisha yake ni kama peni isiyo na wino,1,vis,0,1,0,0
Maisha yake hayana mwelekeo,Maisha yake yana mwelekeo,1,Maisha yake ni kama bajeti ya nchi,1,vis,0,1,0,0
Upendo ni muhimu,Upendo hauna umuhimu,0,Upendo ni dunia.,1,cul,0,0,0,1
Upendo ni muhimu,Upendo hauna umuhimu,1,Upendo ni kama kumwaga maji baharini,1,cul,0,0,0,1
Alikimbia spidi kubwa kwenye mashindano,Alikimbia polepole kwenye mashindano,0,Siku ya mashindano alikimbia kama chui,1,obj,1,0,0,0
Alikimbia spidi kubwa kwenye mashindano,Alikimbia polepole kwenye mashindano,1,Siku ya mashindano alikimbia kama kinyonga,1,obj,1,0,0,0
Furaha huponya maumivu,Furaha haiponyi maumivu,0,Furaha ni dawa,1,cul,0,0,0,1
Furaha huponya maumivu,Furaha haiponyi maumivu,1,Furaha si dawa,1,cul,0,0,0,1
Wfanyakazi wanafanya kazi kwa ushirikiano,Wafanyakazi wanafanya kazi bila ushirikiano,0,Wafanyakazi wanafanya kazi kama mchwa,1,obj,1,0,0,0
Wfanyakazi wanafanya kazi kwa ushirikiano,Wafanyakazi wanafanya kazi bila ushirikiano,1,Wafanyakazi wanafanya kazi kibinafsi kama duma,1,obj,1,0,0,0
Elimu haina mwisho,Elimu ina mwisho,0,Elimu ni bahari,1,vis,0,1,0,0
Elimu haina mwisho,Elimu ina mwisho,1,Elimu ni mto,1,vis,0,1,0,0
Rafiki yangu ni mzuri,Rafiki yangu ni mbaya,0,Rafiki angu ni ua jekundu,1,obj,1,0,0,0
Rafiki yangu ni mzuri,Rafiki yangu ni mbaya,1,Rafiki angu ni ua jeusi,1,obj,1,0,0,0
Maongezi yalikuwa mafupi,Maongezi yalikuwa marefu,0,Maongezi yalikua mafupi kama kipande cha sigara,1,obj,1,0,0,0
Maongezi yalikuwa mafupi,Maongezi yalikuwa marefu,1,Maongezi yalikuwa marefu kama kesi ya mbowe.,1,obj,1,0,0,0
Kijana anapenda dini,Kijana hapendi dini,0,Kijana anapenda dini kama mchungaji,1,obj,1,0,0,0
Kijana anapenda dini,Kijana hapendi dini,1,Kijana hapendi dini kama shetani,1,obj,1,0,0,0
Mchezaji yule ana pumzi sana,Mchezaji yule hana pumzi sana,0,Mchezaji yule ana mapafu ya mbwa,1,obj,1,0,0,0
Mchezaji yule ana pumzi sana,Mchezaji yule hana pumzi sana,1,Mchezaji yule hana mapafu ya mbwa,1,obj,1,0,0,0
Rafiki yangu ana kumbukumbu,Rafiki yangu hana kumbukumbu,0,Rafiki yangu ana kumbukumbu kama  maktaba.,1,obj,1,0,0,0
Rafiki yangu ana kumbukumbu,Rafiki yangu hana kumbukumbu,1,Rafiki yangu ana ubongo wa mende.,1,obj,1,0,0,0
Kimani ni mvulana jasiri,Kimani ni mvulana mwoga,0,Kimani ana roho ya chuma,1,obj,1,0,0,0
Kimani ni mvulana jasiri,Kimani ni mvulana mwoga,1,Kimani ana roho kama ya Kuku,1,obj,1,0,0,0
Ninampenda Maria kwa moyo wangu wote,Simpendi Maria kamwe,0,Ninampenda Maria kama mboni ya jicho langu,1,obj,1,0,0,0
Ninampenda Maria kwa moyo wangu wote,Simpendi Maria kamwe,1,Ninampenda Maria kama paka apendavyo maji,1,obj,1,0,0,0
Mtoto wa jiran ni mlafi,Mtoto wa jirani hapendi kula,0,Mtoto wa Jirani ni Tumbo Karai,1,soc,0,0,1,0
Mtoto wa jiran ni mlafi,Mtoto wa jirani hapendi kula,1,Mtoto wa Jirani anapenda chakula kama mgonjwa aliyepoteza hamu,1,soc,0,0,1,0
Makena alikua amependenza sana,Makena alikuwa amevalia vibaya,0,Makena alikuwa ameng'aa kama malaika,1,vis,0,1,0,0
Makena alikua amependenza sana,Makena alikuwa amevalia vibaya,1,Makena alikuwa ameng'aa kama mbuzi wa kuzurura,1,vis,0,1,0,0
Jane ni Mchoyo sana kwa pesa,Jane ni mkarimu sana kwa pesa,0,Jane ni mkono mgumu kwa pesa,1,soc,0,0,1,0
Jane ni Mchoyo sana kwa pesa,Jane ni mkarimu sana kwa pesa,1,Jane ni Yesu kwa pesa,1,soc,0,0,1,0
Mtoto wa Maria haelewi kitu darasani,Mtoto wa Maria ni Mwerevu darasani,0,Mtoto wa Maria ni Kichwa Maji darasani,1,soc,0,0,1,0
Mtoto wa Maria haelewi kitu darasani,Mtoto wa Maria ni Mwerevu darasani,1,Mtoto wa Maria anang'aa kama jua darasani,1,soc,0,0,1,0
Tulikula chakula kitamu kwa Otieno,Tulikula chakula so kitamu,0,Tulikula chakula kitamu kama asali kwa Otieno,1,obj,1,0,0,0
Tulikula chakula kitamu kwa Otieno,Tulikula chakula so kitamu,1,Tulikula chakula kitamu kama ndimu kwa  Otieno,1,obj,1,0,0,0
Alikua mrefu kupindukia,Alikuwa mfupi,0,Alikua mrefu kama mlingoti,1,vis,0,1,0,0
Alikua mrefu kupindukia,Alikuwa mfupi,1,Alikua mfupi kama nyundo,1,vis,0,1,0,0
Gari lake ni la thamani sana,Gari lake ni la bei ya chini,0,Gari lake ni dhahabu,1,vis,0,1,1,0
Gari lake ni la thamani sana,Gari lake ni la bei ya chini,1,Gari lake li la thamani kama nguo za mitumba,1,vis,0,1,1,0
Siku hizi Onyango hapatikani kabisa,Onyango anaonekana kila mahali,0,Onyango amekua maziwa ya kuku,1,soc,0,0,1,0
Siku hizi Onyango hapatikani kabisa,Onyango anaonekana kila mahali,1,Onyango amekuwa kama mawingu angani,1,soc,0,0,1,0
Kipchoge ni Mwanariadha wa Kasi sana,Kipchoge ni mwanariadha asiye na kasi,0,Kipchoge ni risasi,1,obj,1,0,0,0
Kipchoge ni Mwanariadha wa Kasi sana,Kipchoge ni mwanariadha asiye na kasi,1,Kipchoge ni konokono,1,obj,1,0,0,0
Ailkula sana kwa hivyo alinenepa,Hakukula kwa hivyo ni mwembaba,0,Alikua akanenepa kama nguruwe,1,vis,0,1,0,0
Ailkula sana kwa hivyo alinenepa,Hakukula kwa hivyo ni mwembaba,1,"Hakukula, ni mwembamba kama sindano",1,vis,0,1,0,0
Alibahatika kupata udhamini wa kusomea Ulaya,"Hakuwa na bahati, akakosa nafasi ya kusomea ulaya",0,Alikua na bahati kama ya mtende kupata udhamini wa kusomea ulaya,1,soc,0,0,1,0
Alibahatika kupata udhamini wa kusomea Ulaya,"Hakuwa na bahati, akakosa nafasi ya kusomea ulaya",1,Alikuwa na bahati kama ya mwizi ambaye arobaini zake zimewadia,1,soc,0,0,1,0
Maria aliruka juu kwa furaha ,Maria alikua na huzuni,0,Maria aliruka juu kama Masai,1,vis,0,1,0,0
Maria aliruka juu kwa furaha ,Maria alikua na huzuni,1,Maria aliruka juu kama kobe,1,vis,0,1,0,0
Alikuwa mrembo mwenye meno safi,Alikuwa mrembo mwenye meno chafu,0,Alikuwa na meno yenye weupe wa maziwa,1,vis,0,1,0,0
Alikuwa mrembo mwenye meno safi,Alikuwa mrembo mwenye meno chafu,1,Alikuwa na meno meupe kama giza,1,vis,0,1,0,0
Nyumba yake ilikuwa baridi mno tulipoingia,Nyumba yake ilikuwa na joto mno tulipoingia,0,Nyumba yake ilikuwa baridi kama barafu tulipoingia,1,soc,0,0,1,0
Nyumba yake ilikuwa baridi mno tulipoingia,Nyumba yake ilikuwa na joto mno tulipoingia,1,Nyumba yake ilikuwa na joto kama pasi tulipoingia,1,soc,0,0,1,0
Angelina alituangalia kwa macho ya kuvutia,Angelina alituangalia kwa macho ya  kutuchukia,0,Angelina alituangalia kwa macho ya vikombe,1,vis,0,1,0,0
Angelina alituangalia kwa macho ya kuvutia,Angelina alituangalia kwa macho ya  kutuchukia,1,Angelina alitangalia kwa macho ya chura,1,vis,0,1,0,0
Dawa za hospitali ya Nairobi ni kali mno,Dawa za hospitali ya Nairobi ni tamu,0,Dawa za hospitali ya Nairobi ni chungu kama shubiri,1,soc,0,0,1,0
Dawa za hospitali ya Nairobi ni kali mno,Dawa za hospitali ya Nairobi ni tamu,1,Dawa za hospitali ya Nairobi ni chungu kama sukari,1,soc,0,0,1,0
Sinema za Nairobi zina bei ghali sana,Sinema za Nairobi si za be ghali,0,Sinema za Nairobi zina bei ghali kama dhahabu,1,soc,0,0,1,0
Sinema za Nairobi zina bei ghali sana,Sinema za Nairobi si za be ghali,1,Sinema za Nairobi zina bei ghali kama nguo za mitumba,1,soc,0,0,1,0
Milango ya benki jijini ni ndogo mno,Milango ya benki jijini si ndogo hata,0,Milango ya benki jijini ni ndogo kama tundu la sindano,1,obj,1,0,0,0
Milango ya benki jijini ni ndogo mno,Milango ya benki jijini si ndogo hata,1,Milango ya benki jijini ni Pana kama uwanja wa kandanda,1,obj,1,0,0,0
"Ukiwa Nakuru, Kitengela ni mbali sana ukisafiri kwa baiskeli","Ukiwa Nakuru, Kitengela si mbali ukisafiri kwa baiskeli",0,"Ukiwa Nakuru, Kitengela ni mbali kama Ng'ambo kwa baiskeli",1,vis,0,0,0,0
"Ukiwa Nakuru, Kitengela ni mbali sana ukisafiri kwa baiskeli","Ukiwa Nakuru, Kitengela si mbali ukisafiri kwa baiskeli",1,"Ukiwa Nakuru, Kitengela ni mbali kama nafasi kati ya macho",1,vis,0,0,0,0
Vijana wa soka huwa pumbavu kwa masomo,Vijana wa soka huwa ni werevu kwa masomo,0,Vijana wa soka huwa pumbavu kama kondoo kwa masomo,1,soc,0,0,1,0
Vijana wa soka huwa pumbavu kwa masomo,Vijana wa soka huwa ni werevu kwa masomo,1,Vijana wa soka huwa pumbavu kama nyani kwa masomo,1,soc,0,0,1,0
"Sofia alipopatana na Fred, walipendana mno","Sofia alipopatana na Fred, walichukiana mno",0,Sofia na Fred walikuwa chanda na pete,1,soc,0,0,1,0
"Sofia alipopatana na Fred, walipendana mno","Sofia alipopatana na Fred, walichukiana mno",1,Sofia na Fred walikuwa mafuta na maji,1,soc,0,0,1,0
Bahari ya Hindi inameremeta msimu huu wa Krismasi,Bahari ya Hindi haina mvuto msimu huu wa Krismasi,0,Bahari ya Hindi inameremeta kama Tausi msimu huu wa Krismasi,1,vis,0,0,1,0
Bahari ya Hindi inameremeta msimu huu wa Krismasi,Bahari ya Hindi haina mvuto msimu huu wa Krismasi,1,Bahari ya hindi inameremeta kama shimo la taka msimu huu wa Krismasi,1,vis,0,0,1,0
Qatar imeng'aa kwa ajili ya kombe la dunia,Qatar haijang'aa sana kwa kombe la dunia,0,Qatar imeng'aa kama anga kwa kombe la dunia,1,vis,0,1,0,0
Qatar imeng'aa kwa ajili ya kombe la dunia,Qatar haijang'aa sana kwa kombe la dunia,1,Qatar imeng'aa kama soko la Gikomba kwa ajili ya kombe la dunia,1,vis,0,1,0,0
Nilikasirika wazazi waliponilazimishwa kwenda Naivasha,Nilifurahia wazazi waliponishauri kwenda Naivasha,0,Nilifura kama andazi nilipolazimishwa kuenda kwenda Naivasha,1,vis,1,1,1,0
Nilikasirika wazazi waliponilazimishwa kwenda Naivasha,Nilifurahia wazazi waliponishauri kwenda Naivasha,1,Nilihuzunika kama kibogoyo aliyepata meno nilipoenda Naivasha,1,vis,1,1,1,0
Usiyakaidi maelekezo ya wazazi wako,Unafaa kuyasikiliza maelekezo ya wazazi wako,0,Usikue mkia wa mbuzi kwa maelekezo ya wazazi wako,1,soc,0,0,1,0
Usiyakaidi maelekezo ya wazazi wako,Unafaa kuyasikiliza maelekezo ya wazazi wako,1,Unafaa kuwa bendera kwa malekezo ya wazazi wako,1,soc,0,0,1,0
Wakaazi wa Dandora hawapendi kufanya kazi,Wakaazi wa dandora huamka kila siku na kufanya kazi,0,Wakaazi wa dandora ni wazembe kama kupe,1,soc,1,0,1,0
Wakaazi wa Dandora hawapendi kufanya kazi,Wakaazi wa dandora huamka kila siku na kufanya kazi,1,Wakaazi wa dandora wana bidii kama ya mchwa,1,soc,1,0,1,0
Somo la Kemia huwa tulivu katika shule hiyo,Wanafunzi huwa na kelele wakati wa somo la Kemia,0,Somo la Kemia huwa tulivu kama mtungi wa maji,1,obj,1,0,0,0
Somo la Kemia huwa tulivu katika shule hiyo,Wanafunzi huwa na kelele wakati wa somo la Kemia,1,Wanafunzi huwa na Kelele kama Chiriku wakati wa somo la Kemia,1,obj,1,0,0,0
Hell's Gate ni sehemu iliyofichika katika bonde la ufa,Hell's Gate ni sehemu inayojulikana katika bonde la ufa,0,Hell's Gate imefichika kama siri katika bonde la ufa,1,vis,0,1,0,0
Hell's Gate ni sehemu iliyofichika katika bonde la ufa,Hell's Gate ni sehemu inayojulikana katika bonde la ufa,1,Hell's Gate ni sehemu iliyo wazi Kama mchana katika bonde la ufa,1,vis,0,1,0,0
Kipchoge aling'aa katika mbio za dunia,Kipchoge alishindwa kung'aa katika mbio za dunia,0,Kipchoge aling'aa kama anga katika mbio za dunia,1,vis,1,1,0,0
Kipchoge aling'aa katika mbio za dunia,Kipchoge alishindwa kung'aa katika mbio za dunia,1,Kipchoge aling'aa kama mawe katika mbio za dunia,1,vis,1,1,0,0
